SensorID,ManafactureDate,NextMaintenance,LastMaintained,MaintainerID,SensorType
368,1/12/2021 18:13:35,1/31/2028,1/25/2023 11:40:38,85,Zone
369,9/11/2021 22:42:58,1/27/2030,3/2/2022 05:36:36,26,Zone
370,10/7/2020 11:52:42,4/22/2035,5/6/2021 13:13:06,10,Zone
371,8/6/2022 04:07:23,6/9/2048,null,3,Zone
372,9/11/2021 17:37:51,8/12/2031,2/12/2022 15:25:12,97,Zone
373,4/18/2020 23:32:22,3/21/2038,5/9/2020 07:16:36,31,Zone
374,7/23/2020 03:44:56,7/8/2047,null,72,Zone
375,8/28/2021 09:12:35,8/9/2044,7/15/2021 22:08:37,94,Zone
376,3/21/2023 11:39:29,8/8/2032,12/5/2022 06:06:25,15,Zone
377,10/25/2020 12:11:45,10/9/2028,null,13,Zone
378,10/22/2021 12:16:31,2/20/2025,null,1,Subscriber
379,1/11/2023 10:09:01,10/7/2031,10/7/2020 00:29:34,25,Zone
380,4/7/2022 02:09:37,3/29/2025,null,27,Zone
381,2/8/2022 09:49:46,3/21/2038,11/10/2021 15:48:30,78,Zone
382,10/28/2021 12:41:19,8/12/2046,1/15/2021 15:28:51,83,Subscriber
383,10/9/2020 14:58:02,2/23/2032,3/25/2020 16:21:46,72,Zone
384,4/12/2023 11:36:07,6/8/2044,4/26/2021 06:58:25,96,Zone
385,7/25/2020 05:20:23,4/3/2024,2/13/2021 02:33:33,7,Zone
386,1/6/2021 19:08:52,8/9/2031,9/12/2020 02:20:06,84,Zone
387,10/9/2022 15:38:56,10/31/2031,null,6,Zone
388,11/6/2021 08:44:50,6/6/2032,10/8/2021 16:05:57,39,Subscriber
389,3/18/2023 00:16:50,12/15/2046,null,81,Zone
390,4/9/2021 18:53:37,6/10/2031,1/13/2021 05:32:15,69,Zone
391,4/30/2023 15:36:58,8/12/2043,3/17/2020 20:45:18,50,Zone
392,1/5/2020 00:03:33,5/20/2050,null,49,Subscriber
393,9/9/2021 05:05:39,12/27/2041,null,79,Zone
394,9/1/2021 22:29:36,5/16/2035,4/22/2022 07:54:12,58,Zone
395,10/15/2021 06:24:45,6/5/2028,4/20/2021 05:39:09,64,Zone
396,12/22/2021 00:28:59,7/19/2029,2/2/2021 05:20:19,1,Zone
397,6/10/2023 02:56:56,3/22/2049,null,18,Zone
398,12/3/2022 21:04:23,2/28/2032,3/4/2023 23:28:01,20,Zone
399,7/18/2021 06:21:10,4/26/2043,null,43,Zone
400,1/30/2021 07:54:48,3/20/2033,1/27/2022 23:51:48,84,Zone
401,5/18/2022 03:24:13,12/17/2024,4/2/2022 13:45:45,14,Subscriber
402,11/23/2020 14:04:42,12/8/2037,null,4,Zone
403,6/3/2023 16:24:07,1/6/2049,1/28/2022 00:32:25,33,Zone
404,10/6/2021 17:01:41,10/4/2024,4/10/2021 09:17:32,92,Zone
405,12/4/2020 13:25:56,9/18/2027,1/5/2021 06:52:14,86,Zone
406,6/18/2022 19:18:27,10/22/2036,2/5/2023 07:22:30,48,Zone
407,4/7/2022 02:40:12,9/30/2023,1/3/2020 11:10:36,16,Zone
408,4/6/2023 09:35:52,10/3/2023,5/9/2023 09:45:21,8,Zone
409,2/26/2022 23:23:23,12/30/2050,3/22/2020 21:50:46,10,Zone
410,11/5/2020 13:16:14,6/26/2025,5/9/2023 22:41:23,56,Zone
411,1/10/2023 23:19:02,9/9/2037,5/31/2023 06:23:18,35,Zone
412,9/3/2020 07:53:30,4/27/2028,6/20/2021 22:59:47,97,Zone
413,10/8/2021 14:35:54,10/15/2046,12/31/2022 12:21:54,60,Zone
414,9/10/2022 17:16:58,10/3/2043,1/18/2023 02:38:30,29,Zone
415,5/31/2021 03:34:08,5/16/2041,7/8/2020 21:34:11,86,Zone
416,10/24/2022 11:00:24,1/14/2039,null,4,Zone
417,5/20/2020 12:23:26,8/16/2023,7/2/2022 16:18:39,48,Zone
418,6/25/2022 23:33:42,12/23/2029,11/23/2022 09:20:52,10,Zone
419,2/7/2020 18:11:02,11/1/2049,null,96,Zone
420,6/1/2021 20:15:24,12/27/2027,null,7,Zone
421,2/2/2022 19:06:43,8/25/2032,1/7/2021 05:29:55,6,Zone
422,1/17/2021 01:40:31,2/28/2045,7/22/2020 15:40:13,27,Zone
423,10/22/2020 01:18:38,1/5/2031,null,33,Zone
424,3/1/2023 00:08:29,10/10/2046,10/14/2021 13:53:55,14,Zone
425,6/4/2023 00:32:03,6/23/2046,3/8/2023 04:03:58,73,Subscriber
426,6/13/2023 12:49:27,1/15/2032,1/21/2020 11:45:58,9,Zone
427,6/23/2020 03:17:03,7/15/2024,4/19/2022 10:14:55,46,Zone
428,3/18/2021 01:04:49,5/5/2038,5/18/2023 06:58:28,77,Zone
429,2/27/2023 23:45:01,9/14/2048,3/23/2020 19:35:16,69,Zone
430,11/23/2021 03:57:42,11/20/2033,null,5,Subscriber
431,4/16/2022 13:34:34,11/14/2039,null,19,Zone
432,5/15/2022 00:57:32,6/20/2034,3/12/2022 15:21:45,83,Zone
433,2/25/2022 17:18:38,4/26/2036,10/16/2020 19:37:15,24,Zone
434,9/1/2021 14:02:57,7/19/2035,3/25/2020 01:55:19,14,Zone
435,9/3/2021 02:53:23,10/21/2027,11/1/2022 13:52:18,91,Zone
436,10/8/2021 15:27:03,4/17/2027,null,59,Zone
437,1/3/2021 02:48:57,12/15/2038,1/28/2022 13:37:03,50,Zone
438,2/18/2020 04:17:22,4/17/2049,3/9/2020 13:28:37,40,Zone
439,6/28/2022 13:21:14,10/17/2027,8/5/2022 04:12:52,53,Zone
440,5/16/2021 08:11:50,8/21/2025,7/29/2022 01:12:02,76,Zone
441,6/16/2023 08:51:45,2/7/2024,5/27/2021 15:01:47,35,Zone
442,8/8/2021 05:06:15,1/25/2025,1/13/2020 09:18:03,56,Zone
443,8/18/2022 15:20:23,12/2/2035,3/16/2021 02:53:31,32,Zone
444,6/27/2020 07:10:05,11/19/2040,null,96,Zone
445,8/7/2021 16:24:42,11/17/2050,null,10,Zone
446,3/1/2021 17:58:34,3/24/2047,5/7/2021 00:58:31,97,Subscriber
447,5/28/2022 14:18:55,3/21/2031,5/7/2022 20:32:54,32,Zone
448,10/21/2021 23:27:40,4/21/2034,5/23/2023 10:26:20,37,Zone
449,10/19/2020 15:45:31,10/6/2038,2/3/2022 09:37:58,1,Zone
450,9/2/2022 21:34:53,5/23/2041,null,99,Zone
451,8/17/2022 09:37:43,7/5/2039,3/26/2020 12:25:59,41,Zone
452,5/23/2022 09:35:48,6/27/2026,9/26/2020 11:52:28,10,Zone
453,5/10/2020 06:48:59,10/20/2034,null,43,Zone
454,1/17/2023 19:24:18,9/6/2041,11/5/2020 16:19:34,38,Zone
455,4/4/2020 23:29:10,1/23/2025,8/1/2022 14:23:56,59,Zone
456,3/19/2023 10:59:01,1/3/2039,null,23,Zone
457,6/3/2022 23:06:12,7/26/2033,2/13/2021 10:04:41,15,Zone
458,2/9/2020 13:33:30,7/4/2043,7/17/2022 06:19:28,71,Zone
459,2/20/2022 11:00:41,2/24/2028,null,94,Zone
460,10/30/2020 17:25:57,1/30/2036,1/16/2020 16:30:13,14,Zone
461,5/19/2021 14:18:42,5/13/2042,null,79,Subscriber
462,8/21/2020 00:26:19,8/13/2042,2/2/2021 13:52:49,42,Zone
463,3/14/2021 04:44:01,11/7/2027,10/20/2022 05:20:48,89,Zone
464,2/26/2020 16:37:50,7/29/2040,3/23/2020 12:24:19,2,Zone
465,1/21/2020 14:40:51,6/7/2030,7/21/2022 18:10:59,28,Zone
466,10/10/2021 22:49:13,7/17/2031,6/12/2023 21:10:02,79,Subscriber
467,10/20/2022 22:33:12,8/12/2047,3/2/2023 04:45:16,33,Zone
468,1/24/2023 05:04:08,6/21/2031,10/5/2021 18:22:14,5,Zone
469,5/10/2021 19:15:14,5/8/2034,5/13/2020 23:43:20,35,Zone
470,2/12/2022 20:28:07,11/12/2038,12/13/2022 07:08:07,93,Zone
471,6/19/2020 13:47:13,11/26/2041,5/27/2020 14:21:54,11,Zone
472,6/27/2022 17:27:02,6/8/2035,3/18/2023 20:21:07,80,Zone
473,11/27/2021 21:01:55,4/25/2035,null,18,Zone
474,7/5/2020 14:46:00,2/14/2039,null,86,Zone
475,7/29/2020 19:17:23,5/6/2026,3/30/2023 06:51:01,43,Subscriber
476,3/19/2021 06:19:08,11/30/2024,12/15/2020 00:52:11,97,Subscriber
477,9/13/2022 03:33:18,1/11/2033,7/27/2022 08:53:15,33,Zone
478,3/23/2023 01:21:30,11/5/2043,12/27/2020 06:12:25,93,Zone
479,12/11/2020 10:02:53,7/26/2030,6/12/2022 08:41:48,35,Zone
480,5/16/2022 16:33:41,9/2/2044,1/27/2020 10:55:03,10,Zone
481,12/13/2020 04:39:34,1/6/2035,8/29/2022 06:23:15,71,Zone
482,9/17/2020 02:34:37,6/27/2029,9/13/2020 14:59:26,15,Zone
483,3/28/2023 11:17:16,4/15/2043,5/31/2020 15:19:58,44,Zone
484,4/27/2021 01:59:39,12/18/2035,6/2/2023 03:06:53,76,Zone
485,12/2/2022 22:05:45,11/8/2043,8/12/2022 02:28:24,35,Zone
486,8/22/2022 19:24:05,1/28/2049,null,34,Zone
487,3/22/2021 09:06:30,8/6/2036,11/26/2021 16:05:36,79,Zone
488,12/17/2020 07:58:19,4/2/2037,8/16/2022 08:17:24,13,Zone
489,2/16/2023 20:50:36,8/6/2023,4/11/2022 01:22:57,36,Zone
490,3/17/2023 17:01:41,3/7/2024,4/26/2020 16:07:37,90,Zone
491,4/27/2023 10:35:49,12/1/2031,3/3/2022 18:26:06,72,Zone
492,6/9/2020 18:12:42,11/16/2023,null,61,Zone
493,8/24/2020 01:07:37,2/1/2049,null,93,Zone
494,11/24/2021 05:17:09,7/19/2024,null,90,Zone
495,4/24/2021 04:35:33,2/26/2036,12/26/2021 23:05:36,34,Zone
496,6/5/2021 11:04:37,9/14/2041,null,96,Zone
497,6/7/2023 06:01:54,6/22/2038,4/6/2020 10:53:32,8,Zone
498,4/3/2021 11:33:01,7/23/2029,12/23/2022 07:11:20,13,Zone
499,2/12/2021 01:56:36,11/11/2030,8/9/2020 12:21:33,87,Zone
500,4/29/2023 00:58:10,4/18/2047,10/4/2021 16:15:02,22,Zone
501,6/5/2020 23:35:55,7/19/2029,5/18/2022 21:23:41,15,Zone
502,3/21/2021 16:30:21,12/3/2026,9/2/2020 01:51:13,80,Zone
503,8/4/2020 14:40:23,11/24/2033,12/22/2022 19:25:52,32,Zone
504,5/14/2022 22:27:18,11/5/2050,4/4/2023 19:28:21,99,Zone
505,2/5/2021 16:58:56,7/7/2044,1/18/2023 22:55:15,11,Zone
506,1/1/2022 07:51:03,2/13/2048,3/8/2020 03:41:19,69,Subscriber
507,8/24/2020 20:58:44,7/4/2038,2/2/2023 06:03:14,78,Zone
508,3/3/2020 14:22:27,11/15/2050,6/15/2020 08:38:00,57,Zone
509,10/20/2020 15:31:40,6/8/2032,null,61,Zone
510,7/3/2020 21:55:54,12/20/2032,7/4/2022 01:08:34,57,Zone
511,1/19/2022 07:03:21,6/27/2050,null,35,Zone
512,6/28/2022 23:46:37,4/20/2040,4/9/2021 06:19:36,72,Zone
513,1/10/2023 10:16:09,11/22/2046,6/16/2022 03:57:46,86,Zone
514,2/5/2021 01:57:39,1/22/2044,5/22/2023 15:42:31,1,Subscriber
515,3/19/2022 02:51:22,1/1/2044,9/26/2021 08:32:55,85,Zone
516,12/18/2022 07:17:34,3/7/2027,null,73,Subscriber
517,9/23/2021 14:13:58,2/20/2024,5/16/2022 08:23:01,27,Zone
518,1/13/2023 22:56:30,10/27/2026,6/8/2020 01:34:48,99,Zone
519,8/10/2021 06:44:20,5/9/2039,null,25,Zone
520,2/21/2023 17:06:54,7/27/2047,3/17/2023 23:40:33,35,Zone
521,12/23/2020 20:14:03,3/23/2049,null,61,Zone
522,4/15/2022 13:21:51,5/20/2050,null,51,Zone
523,12/11/2021 02:44:37,10/8/2029,null,72,Zone
524,5/2/2020 20:07:46,2/14/2026,null,87,Zone
525,2/6/2022 17:12:52,12/30/2030,9/4/2022 07:02:52,51,Zone
526,8/28/2020 05:31:16,12/29/2048,7/15/2022 07:56:31,2,Zone
527,5/6/2022 15:40:30,9/25/2038,10/6/2022 20:31:48,24,Zone
528,7/20/2021 14:23:55,6/17/2042,2/2/2022 05:15:01,7,Zone
529,2/22/2023 06:20:31,10/23/2033,5/6/2023 10:47:39,91,Zone
530,5/4/2020 20:56:00,8/12/2039,6/26/2021 09:18:07,100,Zone
531,7/9/2021 21:38:22,3/20/2046,9/10/2021 05:11:20,79,Zone
532,5/29/2023 13:37:46,2/23/2028,5/12/2022 03:35:29,31,Zone
533,4/16/2022 01:57:24,7/8/2036,10/11/2020 20:48:58,91,Zone
534,2/19/2023 18:02:01,7/9/2033,2/11/2020 19:43:41,80,Zone
535,8/9/2020 22:44:51,11/26/2045,8/13/2022 06:15:35,39,Zone
536,3/17/2021 13:38:17,3/8/2048,9/27/2022 16:45:31,88,Zone
537,5/10/2020 04:34:39,3/18/2049,3/18/2021 10:34:42,65,Zone
538,12/21/2022 21:03:59,4/27/2040,1/29/2021 10:53:17,57,Zone
539,1/16/2020 05:49:26,8/23/2026,1/14/2021 12:41:31,46,Zone
540,11/17/2022 07:38:42,11/15/2027,null,87,Zone
541,6/16/2021 18:27:25,3/8/2024,8/24/2022 01:52:25,44,Zone
542,9/11/2022 22:36:43,11/10/2049,12/11/2021 21:21:18,45,Zone
543,5/22/2023 03:00:54,8/10/2045,6/2/2023 06:55:01,81,Zone
544,12/27/2022 13:11:13,6/20/2036,2/24/2020 13:46:22,24,Zone
545,4/14/2023 22:49:21,11/16/2036,10/10/2022 20:41:14,14,Zone
546,11/4/2020 07:19:00,8/26/2047,5/14/2022 16:01:59,51,Zone
547,5/27/2022 08:08:41,5/11/2039,null,44,Zone
548,3/22/2023 14:19:12,3/14/2039,5/7/2023 13:12:02,21,Subscriber
549,8/16/2021 11:56:41,6/1/2050,5/2/2022 05:07:53,95,Subscriber
550,3/3/2020 15:55:54,10/15/2030,null,16,Zone
551,2/24/2022 13:39:52,2/9/2043,11/19/2021 09:40:55,68,Zone
552,4/10/2022 23:44:46,12/26/2045,9/14/2020 18:44:22,33,Zone
553,5/2/2023 20:28:47,5/11/2025,12/24/2020 12:27:39,38,Subscriber
554,5/23/2022 01:13:09,8/24/2024,null,24,Subscriber
555,10/21/2022 09:55:41,10/22/2045,8/23/2021 06:37:08,56,Zone
556,11/21/2022 03:40:22,8/16/2024,null,77,Zone
557,9/12/2022 05:25:17,8/28/2034,1/8/2023 02:49:27,57,Zone
558,3/28/2021 12:12:54,3/22/2029,5/11/2021 11:33:53,13,Zone
559,7/14/2021 09:22:14,1/25/2036,null,86,Zone
560,12/22/2021 21:29:58,10/27/2032,3/29/2023 03:00:41,40,Zone
561,11/6/2020 10:40:33,1/3/2029,4/3/2022 03:19:28,15,Zone
562,2/19/2022 13:00:41,11/28/2029,8/24/2021 14:12:46,46,Zone
563,6/11/2022 23:40:50,11/12/2027,10/12/2020 13:09:46,41,Zone
564,1/14/2020 06:13:16,3/10/2044,3/7/2023 20:56:58,88,Zone
565,7/21/2021 19:53:53,12/25/2029,10/6/2020 03:01:39,70,Zone
566,12/1/2022 23:38:02,3/21/2045,3/30/2020 20:29:28,37,Zone
567,10/14/2020 14:17:01,12/28/2049,8/9/2020 02:51:22,71,Zone
568,3/31/2021 12:53:55,1/29/2035,5/20/2023 22:29:27,74,Zone
569,9/25/2021 04:59:51,11/3/2028,4/24/2021 21:55:57,48,Zone
570,8/13/2021 14:21:17,4/2/2033,null,81,Zone
571,3/19/2021 02:53:17,12/25/2036,2/24/2020 04:44:51,1,Zone
572,5/10/2020 01:54:07,1/29/2046,12/9/2020 08:28:29,97,Zone
573,9/20/2020 19:44:11,8/29/2037,1/25/2021 09:23:35,90,Zone
574,3/19/2023 11:05:16,5/25/2050,null,69,Zone
575,2/4/2023 10:26:40,2/22/2033,12/31/2022 17:52:34,54,Zone
576,3/16/2023 19:44:20,10/9/2035,null,63,Zone
577,3/29/2021 09:04:13,3/10/2025,null,64,Zone
578,6/8/2020 01:36:14,11/4/2049,7/19/2022 00:41:34,31,Zone
579,5/13/2022 20:31:38,8/18/2029,6/16/2022 00:33:30,69,Zone
580,11/17/2021 12:40:47,12/24/2039,12/26/2022 03:00:22,27,Zone
581,9/9/2021 12:41:31,4/1/2045,3/27/2020 01:54:58,28,Zone
582,5/11/2022 16:53:30,5/13/2048,11/7/2021 11:07:04,77,Zone
583,1/15/2022 12:25:36,7/3/2034,12/4/2021 15:05:43,94,Zone
584,3/18/2021 10:09:55,2/9/2026,8/21/2020 16:06:37,98,Zone
585,7/31/2022 16:26:12,10/24/2040,3/10/2021 00:51:04,57,Zone
586,11/20/2022 02:38:37,5/18/2035,5/4/2021 17:09:11,85,Zone
587,11/30/2021 00:32:10,7/30/2025,null,96,Zone
588,9/4/2020 02:54:21,6/13/2028,1/3/2020 04:28:39,30,Zone
589,6/14/2022 16:18:02,11/23/2029,null,57,Zone
590,3/3/2022 23:00:55,3/12/2025,null,49,Zone
591,2/28/2021 10:46:48,12/9/2034,9/29/2021 17:14:46,37,Zone
592,11/19/2022 18:51:47,10/19/2044,8/12/2020 03:01:42,4,Zone
593,8/28/2020 04:50:52,9/4/2047,null,55,Zone
594,5/22/2023 15:28:57,6/8/2042,12/12/2021 12:03:17,7,Zone
595,5/20/2022 14:31:37,9/12/2031,10/14/2021 17:02:24,52,Zone
596,9/13/2022 18:15:52,11/25/2025,10/8/2020 22:58:53,62,Zone
597,8/21/2022 23:09:47,11/1/2044,null,86,Subscriber
598,12/26/2021 16:56:03,4/19/2048,3/20/2022 01:06:58,61,Zone
599,8/13/2021 21:37:39,4/7/2046,11/28/2021 13:30:49,1,Zone
600,5/8/2023 01:12:20,9/23/2041,11/15/2020 10:45:38,43,Subscriber
601,4/19/2021 15:29:15,12/9/2040,5/9/2022 10:45:21,55,Zone
602,3/19/2022 20:42:35,11/5/2027,6/14/2021 14:19:55,49,Zone
603,5/7/2023 20:37:02,10/26/2025,null,41,Zone
604,10/31/2022 20:04:55,11/24/2043,4/16/2023 01:03:13,51,Zone
605,7/7/2020 21:00:58,7/3/2028,6/20/2021 22:47:32,62,Zone
606,2/24/2020 17:14:22,6/23/2030,12/13/2020 12:10:31,80,Zone
607,6/19/2020 05:07:33,10/22/2023,7/7/2021 04:28:16,9,Zone
608,4/6/2022 13:02:46,5/18/2047,6/10/2022 02:15:49,32,Zone
609,12/2/2020 12:50:40,9/18/2048,7/5/2022 03:27:37,79,Zone
610,9/18/2020 18:45:37,2/28/2034,2/5/2023 11:24:49,86,Zone
611,1/26/2020 17:30:55,8/26/2049,null,80,Zone
612,4/29/2021 03:44:23,4/17/2046,5/1/2020 09:50:09,91,Subscriber
613,3/6/2022 02:25:39,8/6/2038,10/10/2020 20:36:58,44,Zone
614,11/9/2022 07:43:03,5/18/2049,null,88,Zone
615,4/12/2022 00:21:02,7/23/2035,null,74,Zone
616,12/22/2022 23:01:26,2/19/2037,1/20/2020 03:08:51,17,Zone
617,5/29/2022 16:28:46,9/18/2042,null,62,Zone
618,3/26/2022 04:14:30,1/23/2029,7/31/2021 23:27:43,58,Zone
619,6/28/2022 13:23:06,3/3/2026,8/15/2022 23:59:39,97,Zone
620,4/14/2022 04:44:21,11/1/2030,7/28/2022 14:26:58,41,Zone
621,8/19/2022 13:47:28,3/31/2035,4/11/2020 15:20:06,11,Zone
622,10/2/2020 09:44:37,8/11/2044,8/16/2021 15:20:52,53,Zone
623,9/19/2021 03:23:05,10/1/2023,3/14/2022 05:08:39,10,Zone
624,2/2/2022 21:51:47,1/31/2031,4/9/2022 15:44:11,1,Zone
625,7/5/2022 07:13:45,5/14/2031,1/29/2021 19:06:14,40,Zone
626,7/5/2021 05:07:46,2/17/2049,12/23/2021 13:09:18,54,Zone
627,1/28/2021 15:44:35,3/7/2031,2/4/2022 23:42:24,62,Zone
628,1/17/2020 21:53:56,4/17/2025,2/17/2023 15:17:06,29,Zone
629,12/9/2020 22:26:16,5/15/2032,5/16/2020 18:05:47,64,Zone
630,1/9/2023 14:27:56,10/16/2027,1/19/2022 23:31:15,52,Zone
631,3/25/2020 02:42:10,3/21/2031,10/23/2021 07:14:58,68,Zone
632,8/5/2022 11:14:03,8/21/2048,null,74,Zone
633,4/11/2023 11:37:26,6/5/2040,7/21/2021 17:16:49,60,Zone
634,3/26/2021 14:43:30,3/7/2029,3/20/2023 13:09:19,48,Zone
635,2/6/2022 19:57:15,2/28/2039,null,67,Zone
636,8/3/2020 13:14:32,3/9/2033,null,34,Zone
637,1/22/2020 04:50:37,10/12/2024,11/12/2022 07:14:21,39,Subscriber
638,6/2/2023 06:37:26,3/21/2037,7/2/2022 07:58:49,62,Zone
639,1/1/2020 22:17:58,9/21/2036,null,11,Zone
640,11/20/2021 21:45:55,4/25/2039,7/16/2021 13:04:36,33,Zone
641,2/23/2021 18:13:31,3/30/2037,null,21,Zone
642,11/15/2020 06:57:08,5/18/2048,1/13/2021 01:01:39,6,Subscriber
643,3/11/2023 07:23:26,3/20/2032,6/1/2021 05:10:29,68,Zone
644,3/10/2020 02:22:57,12/21/2028,6/18/2021 19:13:37,51,Subscriber
645,3/26/2021 19:32:05,4/15/2030,11/27/2021 10:07:26,65,Zone
646,3/20/2022 05:24:26,2/2/2044,12/8/2020 13:39:53,49,Zone
647,11/23/2020 01:40:10,6/6/2036,12/21/2021 19:12:09,54,Subscriber
648,9/20/2022 02:24:14,2/19/2025,8/24/2020 09:18:59,64,Zone
649,4/26/2021 04:14:43,8/28/2041,1/29/2021 07:23:08,88,Zone
650,6/7/2020 08:00:25,7/24/2023,null,88,Zone
651,3/22/2022 20:32:29,10/16/2028,5/18/2023 19:02:33,69,Zone
652,1/25/2022 09:17:54,8/6/2025,3/24/2023 01:01:39,10,Zone
653,11/7/2020 15:02:08,6/15/2041,10/3/2021 13:39:33,54,Zone
654,10/19/2022 17:42:55,11/15/2025,10/4/2021 10:48:10,15,Zone
655,4/11/2020 12:20:00,1/2/2029,4/27/2021 03:31:31,62,Zone
656,4/24/2020 19:58:06,3/24/2039,null,15,Zone
657,8/23/2022 05:59:32,9/3/2033,null,70,Zone
658,9/10/2022 11:03:00,8/20/2037,10/6/2022 23:26:55,17,Zone
659,8/27/2020 22:30:04,9/8/2034,2/29/2020 23:44:09,56,Zone
660,8/28/2021 14:12:15,9/1/2037,4/16/2023 05:26:52,85,Subscriber
661,2/19/2023 14:32:23,5/11/2044,8/13/2022 10:56:25,20,Subscriber
662,3/4/2022 19:32:15,12/15/2033,3/12/2020 12:16:42,7,Zone
663,2/10/2021 16:24:03,6/21/2037,null,48,Zone
664,10/11/2020 06:58:27,1/28/2033,1/30/2021 23:37:36,19,Zone
665,7/22/2021 17:03:27,2/12/2034,null,55,Zone
666,3/15/2020 12:57:25,4/7/2037,6/2/2020 00:32:44,82,Zone
667,9/7/2021 04:03:20,3/8/2029,10/27/2021 10:26:49,54,Subscriber
668,2/5/2022 17:36:32,1/2/2034,5/15/2022 16:20:39,33,Subscriber
669,3/30/2022 12:16:00,12/21/2049,null,17,Zone
670,3/19/2022 22:31:06,10/28/2045,6/13/2023 18:40:16,51,Zone
671,5/25/2023 03:35:37,7/27/2042,null,12,Zone
672,11/30/2022 08:34:28,5/21/2040,10/4/2021 16:00:17,32,Zone
673,6/3/2022 21:42:07,7/16/2037,9/21/2021 04:45:35,56,Zone
674,12/7/2020 16:00:04,4/2/2036,2/9/2021 20:37:11,63,Zone
675,4/12/2023 01:04:57,8/3/2027,3/12/2022 20:48:28,16,Subscriber
676,9/24/2020 01:40:33,12/27/2026,2/1/2023 12:02:26,73,Zone
677,2/4/2023 07:50:28,7/20/2027,8/2/2021 02:03:10,46,Zone
678,5/30/2020 09:52:04,6/26/2037,7/25/2021 02:35:17,43,Zone
679,10/28/2022 13:30:16,5/11/2037,null,75,Zone
680,8/25/2021 10:04:01,3/20/2026,1/2/2021 20:35:37,79,Subscriber
681,3/30/2020 21:37:37,8/11/2035,2/18/2022 15:17:08,23,Zone
682,4/17/2022 15:42:09,7/14/2024,10/4/2020 18:06:51,34,Zone
683,4/2/2020 14:23:29,9/9/2047,null,39,Zone
684,12/29/2020 22:44:29,10/1/2049,8/13/2022 01:18:30,89,Zone
685,5/28/2021 23:58:16,6/14/2036,2/5/2022 07:07:18,43,Zone
686,10/6/2020 16:07:20,8/28/2041,3/31/2022 00:58:31,6,Subscriber
687,2/24/2021 10:36:12,10/16/2036,null,48,Zone
688,10/8/2022 02:47:30,7/3/2033,12/15/2022 16:35:20,64,Zone
689,12/15/2020 06:08:47,1/13/2042,6/22/2022 00:47:38,25,Zone
690,5/15/2022 22:29:34,5/3/2049,5/12/2023 04:45:46,88,Subscriber
691,9/18/2021 18:13:28,2/23/2030,2/26/2021 01:48:18,5,Zone
692,10/27/2022 05:29:45,6/19/2044,null,16,Zone
693,11/1/2021 07:20:04,10/1/2024,null,98,Zone
694,11/27/2022 09:03:03,11/3/2033,3/15/2021 16:08:57,64,Zone
695,1/21/2020 20:52:24,7/9/2039,2/21/2020 07:24:04,79,Zone
696,7/13/2022 20:17:26,7/28/2028,1/2/2023 22:53:00,30,Zone
697,4/20/2021 17:29:34,7/17/2028,12/29/2020 15:13:04,36,Zone
698,9/14/2022 05:06:55,4/18/2031,null,51,Zone
699,12/19/2021 16:38:56,6/28/2049,9/16/2021 19:09:35,10,Zone
700,12/7/2021 13:00:45,4/5/2048,5/20/2023 06:29:10,57,Zone
701,3/29/2022 06:50:21,11/9/2046,4/1/2021 08:54:13,88,Zone
702,6/10/2022 21:06:30,5/31/2029,2/9/2023 04:03:37,17,Zone
703,12/15/2021 12:23:26,6/25/2041,2/11/2022 12:28:25,96,Zone
704,6/12/2023 18:59:15,2/20/2025,11/28/2022 08:58:58,42,Zone
705,7/10/2020 22:53:52,1/22/2038,null,35,Zone
706,9/4/2020 19:14:23,7/12/2038,2/5/2022 22:54:35,68,Zone
707,8/5/2020 06:32:02,3/20/2049,null,70,Zone
708,4/26/2022 20:13:59,4/13/2029,null,47,Zone
709,1/16/2023 18:26:47,12/10/2037,4/29/2020 12:10:46,61,Zone
710,5/7/2020 05:31:08,9/4/2047,11/17/2021 07:02:36,30,Zone
711,6/21/2021 03:29:03,8/27/2049,12/22/2022 12:01:43,6,Zone
712,4/23/2021 07:53:50,5/11/2039,1/21/2022 07:20:18,100,Zone
713,9/12/2020 07:04:13,4/28/2035,4/9/2022 01:26:15,21,Zone
714,5/27/2020 21:13:59,2/20/2048,1/9/2020 11:21:29,22,Zone
715,12/4/2021 10:35:51,3/7/2027,9/16/2021 19:26:41,35,Subscriber
716,12/8/2020 06:25:24,3/10/2030,1/21/2021 08:54:00,11,Zone
717,7/5/2022 10:57:44,3/27/2048,11/29/2020 06:44:39,14,Zone
718,4/13/2020 20:51:48,6/11/2034,4/24/2021 02:38:32,11,Zone
719,11/10/2022 02:35:08,5/4/2034,null,52,Zone
720,9/2/2021 01:37:53,12/30/2033,null,23,Zone
721,5/16/2023 15:45:56,12/23/2033,11/16/2020 15:58:01,80,Zone
722,4/8/2022 03:30:00,2/26/2024,null,10,Subscriber
723,4/8/2021 15:55:39,5/14/2040,8/23/2020 02:14:43,19,Zone
724,3/18/2023 20:37:10,10/17/2041,11/13/2021 23:33:02,26,Zone
725,4/18/2022 23:24:17,8/5/2047,1/13/2023 16:38:27,17,Zone
726,9/20/2022 05:55:45,2/26/2040,2/12/2021 11:26:40,64,Subscriber
727,6/11/2022 11:56:23,6/23/2047,null,86,Zone
728,10/16/2022 09:34:57,2/6/2030,null,12,Zone
729,6/5/2021 02:28:33,10/6/2028,null,22,Zone
