DataID,OwnerID,ZoneID,SensorID,CreationTime
665,433,428,678,8/31/2020 11:52:56
666,728,194,367,8/23/2022 20:37:11
667,231,398,801,5/5/2021 13:44:27
668,197,285,428,11/1/2020 13:02:35
669,555,136,922,4/26/2020 15:56:49
670,120,216,941,6/18/2022 21:34:27
671,507,159,11,6/24/2020 12:11:33
672,127,95,350,2/23/2022 13:38:06
673,438,249,457,10/14/2020 13:58:43
674,495,28,585,11/20/2022 18:20:22
675,775,422,866,12/18/2021 04:42:02
676,548,308,453,6/20/2022 18:13:12
677,484,297,240,7/30/2021 17:22:56
678,486,24,154,4/5/2021 09:41:44
679,940,251,894,5/8/2020 13:24:44
680,742,200,862,5/18/2020 00:24:34
681,622,349,200,1/19/2021 12:54:35
682,309,42,522,9/22/2020 17:51:04
683,881,413,42,9/13/2022 17:13:57
684,223,332,930,6/3/2021 11:56:24
685,959,332,705,3/3/2020 10:14:36
686,667,491,612,2/10/2020 19:39:06
687,519,140,991,8/16/2020 04:21:08
688,694,257,373,2/2/2023 13:16:36
689,103,490,860,5/16/2020 08:52:17
690,192,271,284,3/30/2023 17:43:09
691,251,119,250,2/13/2022 02:30:11
692,613,452,66,4/16/2023 11:18:07
693,643,353,874,11/17/2020 09:19:05
694,795,40,411,8/12/2022 04:05:18
695,943,253,278,5/16/2020 12:35:37
696,98,396,126,3/18/2020 04:39:59
697,132,481,731,3/27/2021 00:09:49
698,375,416,245,12/25/2022 05:53:59
699,712,96,299,5/19/2021 21:36:44
700,400,162,171,1/16/2023 16:56:23
701,345,360,232,6/15/2023 13:16:37
702,420,150,215,2/3/2020 04:56:30
703,974,360,324,12/26/2022 00:17:38
704,152,51,622,1/6/2022 04:54:59
705,928,292,817,10/26/2020 02:38:58
706,439,65,670,12/18/2022 18:38:18
707,256,420,980,12/28/2020 01:12:33
708,130,351,103,4/7/2022 22:36:56
709,871,255,583,1/16/2022 03:01:03
710,310,8,637,7/17/2021 07:12:56
711,178,497,721,7/19/2022 01:07:37
712,437,148,208,4/30/2020 01:14:57
713,269,359,183,4/17/2020 12:45:36
714,476,399,972,5/18/2020 05:39:43
715,980,110,522,10/12/2022 22:49:10
716,9,90,197,6/6/2022 21:04:24
717,170,269,510,4/10/2023 17:35:48
718,33,322,868,4/30/2023 20:21:11
719,729,282,142,1/12/2022 01:15:43
720,904,322,141,8/28/2021 18:36:13
721,855,272,941,1/9/2020 20:41:21
722,885,57,702,5/14/2020 16:01:30
723,504,15,158,6/23/2020 17:18:58
724,174,319,48,4/27/2022 06:51:38
725,876,116,85,10/2/2020 18:11:37
726,314,261,648,4/2/2023 09:12:57
727,609,367,181,9/20/2021 00:44:29
728,355,24,338,9/24/2022 00:51:03
729,366,124,80,1/22/2022 04:35:56
730,348,102,804,4/30/2020 06:46:53
731,72,336,813,2/26/2022 22:05:49
732,23,26,217,2/15/2023 18:27:06
733,618,438,299,10/20/2021 19:00:56
734,808,447,744,9/18/2022 15:21:43
735,865,54,107,2/6/2022 13:20:17
736,849,196,524,5/5/2023 12:15:21
737,958,225,959,5/21/2022 09:12:08
738,719,98,269,4/27/2021 00:32:42
739,250,273,847,8/30/2021 03:22:36
740,40,295,249,2/3/2022 01:21:16
741,243,487,978,4/1/2023 03:57:52
742,847,115,565,12/22/2022 07:25:42
743,293,62,916,4/25/2020 11:16:59
744,193,213,656,12/1/2022 04:21:44
745,865,228,517,5/31/2021 00:47:52
746,574,284,128,4/2/2021 08:38:23
747,141,310,212,8/7/2022 07:16:34
748,585,40,214,8/29/2020 02:27:56
749,86,170,39,9/20/2020 21:01:57
750,192,367,372,10/19/2021 06:19:37
751,566,149,361,5/7/2023 12:38:22
752,803,158,21,2/8/2021 23:02:23
753,114,3,984,10/24/2021 22:55:33
754,552,169,260,1/2/2021 21:02:18
755,97,402,770,1/10/2022 11:46:04
756,779,338,737,3/29/2023 13:14:05
757,599,492,859,6/24/2022 13:47:28
758,145,16,912,9/20/2022 14:12:33
759,685,329,630,11/13/2022 15:16:26
760,915,299,96,1/28/2021 01:24:34
761,340,221,1000,1/6/2023 15:47:10
762,273,384,326,9/28/2020 05:06:00
763,736,73,699,9/4/2020 07:09:21
764,908,45,576,2/19/2021 14:55:02
765,303,48,749,11/24/2020 02:19:22
766,745,444,263,9/7/2021 12:55:41
767,322,480,438,10/3/2021 18:19:41
768,803,221,716,1/26/2020 11:42:01
769,23,3,951,2/26/2021 04:28:10
770,421,280,976,12/24/2021 02:44:53
771,311,484,682,9/16/2022 13:36:48
772,95,37,701,6/15/2023 13:05:35
773,2,311,877,4/2/2020 15:35:48
774,24,194,544,10/17/2022 23:35:14
775,316,63,18,4/8/2022 06:26:37
776,646,84,747,2/7/2020 16:27:11
777,153,110,201,1/8/2020 17:27:49
778,790,113,507,9/21/2020 18:09:56
779,941,272,755,5/23/2020 06:05:35
780,328,199,441,9/14/2020 07:19:57
781,854,350,605,11/1/2020 00:47:59
782,949,465,287,3/29/2020 08:02:36
783,643,400,522,6/2/2020 13:14:44
784,677,457,397,6/2/2023 14:29:07
785,504,127,817,9/29/2021 03:10:33
786,175,213,189,6/15/2021 18:04:23
787,391,261,70,12/10/2021 04:10:36
788,326,102,927,9/11/2021 00:30:22
789,495,358,914,6/26/2021 19:21:31
790,332,364,9,10/11/2021 21:17:18
791,330,193,473,5/12/2023 04:57:40
792,303,14,511,4/9/2022 16:20:38
793,733,349,481,8/1/2022 12:58:56
794,180,149,233,8/23/2022 13:08:06
795,805,159,262,4/19/2020 01:18:42
796,585,229,938,10/5/2020 07:13:39
797,220,396,129,8/5/2022 09:50:12
798,758,302,407,9/16/2022 20:19:57
799,367,175,20,7/27/2020 13:31:39
800,276,453,84,2/9/2021 01:15:21
801,968,335,1,5/16/2022 15:10:23
802,302,308,510,5/31/2022 08:38:33
803,460,464,472,9/7/2020 04:28:34
804,64,264,91,7/1/2021 22:11:27
805,590,53,867,7/14/2020 10:39:23
806,266,65,424,5/19/2020 17:48:51
807,829,295,549,8/29/2022 00:23:51
808,234,164,89,3/21/2021 08:59:03
809,413,455,92,3/18/2023 10:19:15
810,792,197,470,2/21/2021 03:10:12
811,838,351,140,1/7/2021 16:28:36
812,319,136,41,8/12/2022 01:38:28
813,362,37,385,1/28/2021 00:58:44
814,123,378,964,6/29/2020 08:24:42
815,436,94,718,6/29/2022 00:30:15
816,666,390,84,3/22/2022 22:35:13
817,271,252,860,8/28/2022 03:14:06
818,809,441,105,4/25/2020 07:14:20
819,56,269,674,5/22/2021 07:47:31
820,106,203,749,12/17/2022 16:01:22
821,814,16,538,1/17/2023 10:59:56
822,753,363,417,6/11/2023 20:26:26
823,359,184,246,6/29/2020 13:23:07
824,372,158,85,7/12/2022 22:14:16
825,903,152,483,7/8/2022 12:51:23
826,768,491,485,9/25/2021 22:36:03
827,39,430,37,6/28/2021 21:44:59
828,538,198,986,1/31/2022 17:03:45
829,660,269,975,2/13/2022 18:27:06
830,199,195,553,7/7/2022 06:25:34
831,889,201,370,10/11/2021 22:05:26
832,851,480,170,2/11/2021 00:45:32
833,662,301,721,2/29/2020 08:54:19
834,354,347,734,3/3/2020 18:24:35
835,945,468,527,2/11/2023 03:47:58
836,336,420,678,7/7/2022 06:20:22
837,246,186,954,2/11/2022 10:26:44
838,944,149,155,2/9/2023 00:21:51
839,730,73,555,5/24/2020 00:48:45
840,397,308,615,10/22/2022 01:33:54
841,835,165,409,4/21/2020 21:12:54
842,769,102,396,2/8/2020 22:12:06
843,764,49,515,5/28/2021 20:26:42
844,629,303,857,5/8/2023 02:54:08
845,767,110,199,2/6/2023 22:11:17
846,989,261,472,12/24/2021 19:46:34
847,220,127,119,12/25/2022 21:52:48
848,531,316,856,12/2/2022 00:23:24
849,538,486,617,10/2/2021 14:06:24
850,105,152,792,9/9/2020 20:09:27
851,731,65,53,1/29/2021 14:41:29
852,317,271,493,10/3/2021 15:21:18
853,513,118,20,12/4/2022 02:25:19
854,365,162,449,1/27/2020 03:52:28
855,848,305,48,5/14/2022 14:12:04
856,531,33,323,3/12/2021 02:38:58
857,736,469,600,3/24/2022 09:22:14
858,893,75,43,1/23/2022 21:29:57
859,449,488,768,12/15/2021 17:03:14
860,850,393,211,3/16/2021 15:24:29
861,509,447,579,6/20/2022 12:20:04
862,514,139,813,6/9/2022 10:24:02
863,723,479,645,1/12/2023 05:12:33
864,696,341,786,9/29/2021 14:02:59
865,709,403,747,8/15/2020 00:39:49
866,744,63,209,6/1/2021 04:35:07
867,567,65,693,10/28/2022 09:54:25
868,723,317,585,3/17/2022 04:07:58
869,78,41,820,5/25/2020 05:05:54
870,637,251,204,2/8/2022 11:30:17
871,209,180,448,11/15/2021 17:09:14
872,65,404,494,3/19/2023 06:41:50
873,276,196,765,12/29/2020 18:53:39
874,510,257,159,4/22/2022 13:20:36
875,889,347,283,6/7/2020 05:34:12
876,316,67,335,4/25/2020 16:39:54
877,56,355,776,3/24/2022 05:21:37
878,314,63,796,1/22/2021 08:08:10
879,939,266,61,3/21/2021 18:37:58
880,701,417,265,9/17/2022 14:39:34
881,210,95,800,8/5/2020 01:35:56
882,291,321,355,1/17/2020 16:47:51
883,102,337,139,1/25/2021 21:45:25
884,177,276,250,12/31/2020 13:22:56
885,829,341,302,7/20/2021 05:41:27
886,719,186,102,3/13/2023 01:27:02
887,3,121,558,5/2/2020 10:07:44
888,398,338,344,5/21/2023 06:31:33
889,842,327,332,5/17/2023 07:08:30
890,22,469,231,10/29/2020 23:24:58
891,871,227,363,6/11/2022 08:26:23
892,997,97,266,3/18/2021 21:23:17
893,522,93,353,6/20/2020 12:02:56
894,102,135,879,7/7/2020 12:25:51
895,782,64,590,2/4/2022 21:22:06
896,120,494,990,4/15/2021 17:55:56
897,188,436,994,7/12/2022 11:29:42
898,178,451,768,8/11/2021 08:26:36
899,734,421,918,3/3/2020 13:28:01
900,356,280,855,3/30/2023 20:31:49
901,816,500,291,11/1/2020 14:46:39
902,69,412,17,10/1/2020 05:28:32
903,692,488,225,1/5/2023 22:40:21
904,845,193,399,6/17/2020 14:49:11
905,682,234,140,7/14/2022 23:54:43
906,771,467,831,9/4/2021 12:51:47
907,122,102,367,6/30/2021 22:13:29
908,209,320,42,5/4/2020 05:17:34
909,127,208,638,2/28/2022 23:11:11
910,547,497,712,10/9/2022 22:23:45
911,162,471,239,1/28/2021 23:05:13
912,59,172,749,12/2/2021 23:08:08
913,894,414,945,8/4/2021 05:55:24
914,730,259,137,6/21/2020 05:48:58
915,160,170,886,2/24/2023 17:52:12
916,772,497,715,1/27/2020 12:58:05
917,222,210,732,8/28/2020 13:44:45
918,375,224,807,5/15/2021 13:33:17
919,690,346,509,5/29/2020 09:39:48
920,951,66,624,3/13/2020 15:53:18
921,750,230,764,11/12/2021 06:43:10
922,759,124,717,5/6/2023 06:11:44
923,197,389,724,3/14/2020 08:24:54
924,716,419,784,10/13/2022 15:11:12
925,471,57,711,6/6/2020 11:07:58
926,668,304,592,5/19/2023 12:28:42
927,654,307,561,7/29/2021 22:41:48
928,208,269,703,8/7/2021 07:01:15
929,696,327,508,9/4/2022 19:59:03
930,715,170,859,4/23/2022 19:19:57
931,953,18,458,2/5/2022 04:28:09
932,92,214,168,8/17/2020 17:01:11
933,702,149,918,4/2/2021 00:17:48
934,244,185,272,12/7/2021 06:10:57
935,490,430,483,4/23/2020 10:58:56
936,21,147,624,9/18/2022 01:06:59
937,310,64,926,7/15/2020 03:45:38
938,146,25,582,9/30/2022 04:28:01
939,91,331,479,1/1/2021 21:32:40
940,841,168,229,7/8/2022 18:12:17
941,171,144,942,11/2/2020 01:06:58
942,416,38,664,8/17/2020 05:37:47
943,371,156,153,1/5/2021 00:18:37
944,170,344,496,2/18/2023 14:31:24
945,659,314,792,4/29/2023 18:46:25
946,210,463,720,4/12/2022 02:25:47
947,373,299,204,2/1/2020 02:32:20
948,581,243,447,6/20/2021 02:07:15
949,264,500,577,10/16/2021 11:06:03
950,502,12,61,1/25/2021 16:53:51
951,770,87,718,4/19/2022 02:12:43
952,869,314,142,3/1/2021 20:05:53
953,794,485,810,10/16/2020 05:58:36
954,207,11,808,2/13/2022 12:45:45
955,801,378,242,11/11/2020 13:40:19
956,44,449,646,8/4/2022 12:08:04
957,291,277,42,8/22/2021 21:35:00
958,279,446,388,6/21/2020 13:43:31
959,434,359,656,1/31/2022 03:05:57
960,555,363,4,6/12/2023 17:17:25
961,152,447,142,1/30/2023 07:37:30
962,90,186,269,9/25/2021 09:32:44
963,504,386,426,1/7/2022 11:30:40
964,478,465,172,1/9/2021 20:46:26
965,699,5,849,4/28/2020 07:26:35
966,205,161,570,5/22/2022 00:05:46
967,786,66,154,2/20/2020 03:03:27
968,518,288,449,3/1/2023 16:40:36
969,308,249,19,1/21/2023 20:31:06
970,466,114,187,12/22/2021 22:44:58
971,685,177,186,12/11/2020 11:41:56
972,267,52,673,5/22/2023 06:48:58
973,572,349,2,5/18/2023 09:40:44
974,879,361,164,12/16/2022 01:31:30
975,731,346,766,4/30/2022 23:18:38
976,707,490,342,12/20/2022 03:27:55
977,562,160,216,2/5/2021 15:47:41
978,94,56,80,3/20/2020 12:34:02
979,981,382,807,2/19/2023 22:50:22
980,883,421,933,5/4/2022 14:10:19
981,357,42,777,5/12/2023 17:41:21
982,874,458,898,1/19/2022 00:02:51
983,260,254,424,5/9/2022 02:32:24
984,96,426,743,12/24/2022 19:23:01
985,992,130,688,2/22/2022 12:50:10
986,78,138,388,3/11/2022 20:07:50
987,903,408,536,5/20/2022 23:35:12
988,556,100,674,11/13/2022 19:56:11
989,892,275,776,11/21/2021 15:31:55
990,727,65,453,12/30/2021 04:54:59
991,35,176,695,4/16/2020 13:58:23
992,640,138,737,3/29/2021 10:52:16
993,942,54,999,4/16/2023 21:47:42
994,824,174,273,6/28/2022 20:54:34
995,849,242,360,10/10/2022 03:51:29
996,848,116,249,4/13/2022 19:16:17
997,32,332,734,1/21/2020 23:22:45
998,964,334,208,10/16/2022 20:56:49
999,350,265,554,4/5/2022 10:31:14
1000,171,152,551,12/17/2020 17:01:04
