PartID,PartNumber,InstallationDate,ReplacementDate,SupplierID,ReplacementPartID,SensorID
497,84-6988726,12/12/2020,2/4/2021,2,600,787
498,50-8548796,3/14/2021,11/5/2020,8,null,203
499,70-4031326,9/25/2020,10/12/2022,3,null,591
500,68-8668687,12/5/2022,5/12/2020,8,null,845
501,13-4746650,10/14/2023,9/21/2020,5,null,904
502,18-2157195,6/3/2020,4/29/2022,10,null,698
503,21-6974691,9/10/2022,9/21/2020,4,null,575
504,09-2501480,4/30/2020,9/29/2023,4,null,917
505,40-4509726,12/12/2021,5/19/2022,9,null,392
506,28-7083543,10/11/2023,6/24/2022,1,null,579
507,23-7355675,1/10/2023,8/25/2020,4,null,869
508,97-1653088,9/12/2022,12/15/2023,8,null,307
509,31-4619905,9/12/2021,2/15/2020,1,null,257
510,35-7833624,4/10/2020,7/21/2021,5,null,185
511,69-5665908,4/5/2020,3/2/2021,1,null,249
512,47-9634166,5/29/2022,8/3/2022,7,null,478
513,15-5253571,8/7/2023,5/26/2023,2,null,304
514,03-7854615,9/3/2022,10/12/2022,3,null,152
515,02-3946305,12/5/2020,7/23/2022,2,null,742
516,12-1780567,7/18/2020,3/26/2023,7,469,286
517,11-8183312,10/5/2020,1/18/2023,1,null,238
518,44-7108050,2/1/2022,10/5/2020,6,null,937
519,77-9062023,11/30/2021,9/20/2022,4,null,927
520,62-5453056,8/20/2022,8/15/2023,1,null,245
521,77-1450618,9/13/2022,9/5/2023,5,774,309
522,81-4776391,5/11/2023,1/20/2020,5,null,956
523,50-6800209,4/21/2023,7/5/2022,7,null,370
524,62-6260568,12/7/2020,11/1/2021,1,null,373
525,43-3926655,5/15/2022,12/9/2020,3,null,175
526,16-1675699,5/8/2022,11/1/2023,2,null,428
527,56-9276656,1/20/2022,1/26/2020,5,null,814
528,48-9550893,3/19/2023,1/3/2023,10,null,60
529,21-1069655,10/27/2021,12/9/2020,2,null,556
530,92-1889598,3/23/2020,10/18/2021,4,585,893
531,08-9006911,12/1/2023,2/7/2020,7,null,436
532,65-3461809,9/21/2020,8/24/2021,10,null,988
533,44-3104427,11/4/2020,10/25/2022,4,null,578
534,79-3614208,2/1/2020,3/29/2022,1,null,517
535,65-8207086,1/9/2022,5/17/2020,7,null,103
536,62-7357542,3/6/2023,9/6/2022,9,null,519
537,77-2727910,7/23/2022,12/25/2022,4,7,97
538,85-9770697,7/29/2021,11/27/2022,2,null,27
539,90-9975399,7/18/2021,12/4/2023,5,null,247
540,12-0566347,12/29/2021,7/9/2023,9,null,106
541,74-6976850,8/9/2021,1/28/2022,3,null,180
542,62-3572816,5/31/2020,2/19/2020,5,null,752
543,31-6327345,9/19/2023,1/2/2020,7,null,521
544,61-6006849,7/23/2021,6/2/2022,1,null,657
545,06-4949755,3/22/2022,10/6/2022,10,null,189
546,84-2902001,4/21/2022,3/20/2021,7,null,650
547,48-5920871,11/28/2023,12/9/2020,10,null,525
548,15-8089689,8/7/2023,3/29/2021,7,null,745
549,11-4653620,5/20/2023,3/20/2021,9,null,429
550,70-9446447,10/23/2020,11/7/2021,3,null,249
551,52-4124048,4/23/2023,5/2/2023,7,null,425
552,33-5937226,5/5/2021,7/21/2020,10,null,460
553,37-5568394,4/23/2020,12/24/2022,2,null,824
554,70-6405962,10/14/2020,8/15/2020,4,null,400
555,80-6319881,2/23/2020,10/30/2023,8,null,135
556,93-9686221,8/2/2020,6/27/2021,1,null,31
557,45-4015247,2/14/2021,11/9/2021,7,null,391
558,12-7850378,6/3/2022,5/21/2022,2,null,348
559,18-8814510,11/3/2023,5/30/2020,4,null,496
560,41-4163181,4/24/2020,6/13/2021,10,null,779
561,97-9602910,6/4/2023,2/17/2022,5,null,678
562,69-8940220,5/15/2023,6/3/2020,3,null,933
563,58-1943977,6/9/2023,8/14/2023,8,null,67
564,65-9587232,11/24/2022,11/10/2020,6,null,718
565,93-7285707,8/29/2023,5/13/2023,9,null,501
566,94-4009826,9/18/2022,11/10/2020,8,null,194
567,38-4679439,9/20/2021,9/7/2023,2,null,769
568,24-9072815,1/7/2022,10/18/2020,10,null,894
569,11-9847422,6/17/2023,6/6/2023,10,null,120
570,11-4369852,6/25/2022,12/29/2021,8,null,149
571,93-4077651,5/6/2022,2/25/2022,5,null,882
572,18-7602141,7/14/2020,8/12/2023,6,null,247
573,03-9434583,5/10/2022,3/24/2023,9,null,3
574,88-0982942,9/6/2023,3/15/2022,3,null,233
575,88-2069157,1/5/2023,10/27/2022,7,null,304
576,05-8674859,3/15/2022,3/17/2023,4,null,502
577,47-2809079,3/22/2020,5/15/2021,6,null,186
578,85-5625440,9/21/2020,8/16/2021,10,null,532
579,13-0689340,12/8/2022,5/3/2022,3,null,878
580,21-5262963,11/3/2022,8/18/2023,1,186,262
581,89-3424274,2/6/2021,3/22/2023,10,701,490
582,27-4329770,3/15/2022,8/25/2023,8,null,411
583,18-2498628,7/17/2020,8/31/2023,2,null,783
584,92-9852690,2/24/2023,9/22/2021,3,null,109
585,00-0482228,9/3/2020,9/18/2022,8,null,333
586,12-4019473,3/16/2021,11/18/2020,10,447,97
587,68-2524830,6/21/2021,9/20/2020,5,null,862
588,41-3936369,1/6/2022,9/18/2021,10,null,174
589,42-6134491,2/4/2020,9/20/2023,7,null,885
590,15-1055718,6/11/2022,4/8/2021,6,null,672
591,84-5835059,5/11/2022,3/7/2023,7,null,368
592,43-7220593,3/13/2023,12/31/2020,4,null,180
593,22-3238972,6/28/2021,4/6/2020,8,null,674
594,66-3658393,10/5/2023,3/4/2022,10,null,516
595,31-4215370,3/23/2020,4/9/2022,9,null,85
596,16-0880493,6/17/2021,11/16/2021,1,null,167
597,86-7133133,3/21/2021,12/1/2023,9,null,577
598,51-3238326,7/28/2021,11/30/2022,1,null,833
599,09-3769147,5/22/2021,9/5/2023,10,null,961
600,59-8857013,9/5/2022,9/1/2022,7,null,392
601,83-7440022,11/7/2022,2/3/2023,8,null,535
602,89-7882151,6/27/2022,8/3/2023,2,null,785
603,45-4075983,10/7/2022,10/4/2021,2,null,11
604,35-5484600,12/30/2023,5/10/2023,3,null,3
605,45-5765423,1/18/2022,5/14/2022,9,null,954
606,29-7277901,8/31/2023,5/6/2021,9,null,601
607,91-8938273,6/7/2021,11/20/2020,8,null,127
608,97-4837400,2/26/2023,4/6/2021,9,null,718
609,90-1115258,5/5/2023,9/16/2023,6,null,787
610,82-3587121,3/3/2020,8/8/2023,5,null,119
611,67-1297385,5/29/2020,3/30/2023,8,null,963
612,68-2656280,3/20/2022,11/18/2023,8,414,943
613,31-2010151,3/19/2020,12/29/2020,3,null,961
614,24-6357844,1/8/2021,5/31/2023,6,null,657
615,41-2493212,11/13/2021,8/20/2021,7,null,390
616,83-8963438,4/29/2023,1/3/2022,2,null,620
617,06-5915661,9/28/2023,8/26/2021,9,null,996
618,48-7483156,3/16/2023,4/16/2020,7,null,192
619,26-4888807,10/26/2023,4/1/2023,7,null,219
620,09-9458562,11/23/2023,12/27/2020,8,null,289
621,61-8975775,9/26/2023,1/3/2023,9,null,241
622,08-6120707,11/13/2023,1/3/2023,5,null,971
623,15-7657905,6/1/2022,8/10/2020,7,null,976
624,68-0168091,2/22/2022,6/30/2022,3,null,15
625,84-1995269,11/22/2021,7/4/2022,10,null,944
626,79-6654296,6/19/2020,1/25/2021,8,null,248
627,68-8220977,12/24/2020,4/8/2023,3,null,245
628,21-1269057,12/16/2022,4/9/2022,5,null,404
629,29-9929961,12/21/2020,10/28/2022,3,null,760
630,66-3435894,8/20/2023,1/27/2023,3,null,806
631,15-4538115,10/10/2023,9/26/2022,2,null,29
632,98-9460573,9/30/2022,9/29/2023,2,null,681
633,38-3841204,9/14/2022,5/17/2021,6,null,920
634,64-5534182,8/7/2022,6/9/2021,2,null,958
635,14-7262167,6/3/2022,2/3/2022,8,null,732
636,22-4257168,1/3/2023,5/17/2021,2,null,497
637,50-9216272,8/29/2020,6/26/2020,6,null,429
638,40-4447517,5/3/2023,5/19/2023,6,null,519
639,54-6364696,2/8/2023,1/26/2022,2,null,322
640,98-6096379,1/13/2020,12/16/2021,1,null,788
641,06-3244262,10/24/2022,2/23/2022,6,null,370
642,57-5118487,12/25/2023,9/13/2022,7,null,467
643,97-1246672,8/5/2020,1/31/2020,8,null,49
644,71-6099617,12/24/2022,8/12/2022,6,null,329
645,06-7059826,12/20/2023,7/25/2021,7,null,495
646,50-7894197,3/12/2022,4/14/2023,5,null,236
647,79-2355108,11/14/2023,4/7/2023,5,null,358
648,62-9346489,3/31/2023,12/25/2020,9,null,213
649,19-5763758,10/30/2023,1/5/2021,7,null,449
650,89-4776325,10/5/2021,7/1/2022,3,null,992
651,83-4959896,4/30/2021,3/22/2023,1,null,296
652,84-0069670,12/20/2021,8/13/2020,4,null,350
653,53-0941854,8/21/2023,11/2/2023,1,null,41
654,16-2023673,3/17/2020,6/20/2023,9,null,786
655,54-3080471,1/24/2020,12/3/2020,5,null,145
656,45-6533226,7/26/2022,9/3/2021,3,null,509
657,95-4365226,9/18/2020,5/8/2022,3,null,320
658,37-3227395,9/25/2023,1/28/2023,10,null,606
659,38-3485502,4/30/2020,2/20/2022,2,null,411
660,44-8628410,8/11/2022,11/28/2023,8,null,861
661,70-0629865,6/7/2020,1/28/2022,10,null,711
662,48-1712203,9/30/2023,10/26/2022,9,null,376
663,40-6335954,9/14/2021,9/5/2021,4,null,117
664,70-1762556,2/22/2023,12/21/2023,8,null,389
665,14-1769315,7/24/2023,12/6/2023,9,null,921
666,14-2862443,2/27/2022,10/3/2020,1,null,824
667,53-6099103,9/7/2023,3/8/2021,2,null,738
668,05-7563896,12/4/2021,7/9/2020,6,null,784
669,29-4996466,8/24/2020,5/28/2020,2,null,788
670,16-5104466,4/2/2023,8/30/2021,3,null,951
671,90-5951168,6/12/2020,4/28/2020,6,null,657
672,52-2614849,5/14/2020,12/22/2023,9,null,449
673,73-8723806,8/1/2023,3/27/2020,6,null,175
674,89-5055793,6/3/2021,11/12/2022,5,null,111
675,45-9819146,10/12/2023,11/11/2023,2,null,828
676,24-2052542,6/25/2020,2/19/2023,2,null,546
677,16-6266717,8/7/2021,11/8/2021,1,null,667
678,91-7914194,4/13/2023,9/22/2022,9,null,371
679,68-6891908,9/7/2021,7/5/2021,5,null,857
680,48-7075956,3/25/2021,2/9/2022,7,null,447
681,71-1798193,7/13/2022,4/17/2023,9,null,401
682,15-8200546,11/17/2021,10/8/2023,5,null,956
683,79-7255022,10/11/2020,12/9/2021,1,null,384
684,81-6238670,2/5/2020,9/2/2020,6,null,803
685,96-0512663,1/13/2020,8/26/2021,1,null,85
686,75-2959568,8/22/2020,11/14/2022,6,null,715
687,83-4046007,3/15/2023,5/19/2020,4,null,104
688,74-2901315,6/10/2020,12/9/2020,2,null,880
689,23-1579035,1/18/2022,11/26/2022,1,null,480
690,11-0460223,11/25/2021,11/9/2022,1,null,842
691,23-1107875,7/12/2020,8/28/2023,2,null,440
692,03-7720882,1/21/2023,9/29/2022,10,null,607
693,54-4001430,8/12/2022,7/24/2020,9,null,553
694,30-0142005,12/13/2020,3/4/2022,5,null,761
695,81-6424337,7/19/2021,4/16/2021,6,null,775
696,52-9601310,7/30/2020,6/13/2020,6,null,930
697,97-9686196,12/4/2022,3/2/2020,9,null,861
698,50-8685017,11/20/2020,6/21/2020,6,null,951
699,63-4344289,4/22/2022,6/12/2020,9,null,135
700,27-1017661,1/7/2020,8/12/2020,10,null,672
701,98-6043986,4/16/2023,7/10/2020,7,32,346
702,93-7417778,6/14/2020,11/2/2021,9,null,42
703,11-5260801,6/6/2020,8/9/2023,7,null,931
704,89-6217416,11/13/2020,4/6/2023,10,null,119
705,93-2954565,6/4/2021,3/17/2022,2,null,757
706,79-8191811,4/14/2021,12/30/2022,4,86,672
707,01-4788661,3/6/2022,12/9/2022,6,null,531
708,22-0289744,1/26/2022,2/5/2022,9,38,383
709,04-0745280,11/5/2022,2/26/2022,10,null,133
710,86-6119210,7/18/2023,9/20/2023,7,null,156
711,84-5027340,10/19/2020,7/1/2020,7,null,615
712,67-3432803,12/31/2022,10/4/2021,5,null,950
713,31-1040552,10/5/2021,10/16/2021,6,null,538
714,02-4671355,10/11/2021,11/17/2023,7,null,302
715,70-3858752,10/24/2020,6/30/2023,1,null,901
716,40-8628554,9/15/2021,5/13/2023,10,null,836
717,56-8907492,9/23/2022,1/5/2020,9,null,573
718,01-5725334,12/27/2020,6/9/2020,8,null,679
719,50-1172359,11/10/2023,4/20/2023,7,null,456
720,88-1535172,1/20/2021,11/6/2020,1,null,20
721,86-7456035,1/30/2022,1/13/2023,2,null,865
722,68-2077361,5/30/2022,5/18/2023,4,202,526
723,56-4904807,6/4/2023,1/20/2020,3,null,304
724,74-6551817,1/26/2022,5/25/2020,2,null,575
725,95-3672903,2/6/2020,6/30/2021,8,null,178
726,11-1112925,2/10/2020,5/5/2023,10,null,608
727,44-6391646,9/28/2022,9/3/2022,5,null,835
728,68-0919125,7/31/2023,5/8/2021,4,null,993
729,91-6860200,5/23/2020,2/27/2020,1,null,231
730,35-2176705,10/6/2022,4/22/2020,8,null,198
731,25-3276765,2/4/2020,2/17/2023,2,null,836
732,77-5539626,6/9/2022,10/21/2023,8,null,400
733,32-2864702,9/13/2022,11/27/2023,7,null,779
734,72-5421600,4/11/2020,4/18/2021,8,null,240
735,32-0771226,12/22/2020,9/11/2020,9,null,130
736,93-5697628,11/7/2023,4/2/2022,9,null,162
737,58-5791789,5/26/2023,1/6/2020,8,null,94
738,97-5971986,11/15/2022,2/4/2021,2,null,796
739,48-2485301,12/13/2021,4/19/2023,4,null,153
740,09-4487217,1/9/2020,11/14/2021,8,null,416
741,97-5870967,12/25/2022,2/8/2020,6,null,653
742,32-9170164,3/22/2021,7/24/2020,10,null,476
743,85-6223504,4/19/2023,11/17/2020,9,null,49
744,68-0394930,5/11/2021,5/3/2023,10,507,786
745,89-9582404,10/1/2020,2/2/2020,8,null,379
746,42-3741537,5/21/2023,6/7/2021,9,null,728
747,90-0159024,1/23/2021,2/24/2020,5,null,514
748,96-9599077,11/25/2023,6/13/2021,5,null,903
749,07-2801896,8/9/2020,3/22/2020,8,null,521
750,43-6848505,7/7/2023,8/26/2023,2,null,222
751,66-7682062,10/24/2021,9/13/2023,2,null,131
752,33-8015728,9/13/2022,3/23/2021,2,null,613
753,01-7669239,11/16/2021,1/23/2020,10,null,753
754,59-2983548,2/12/2022,12/18/2023,6,null,617
755,30-2240086,11/28/2022,4/14/2023,1,null,825
756,20-5113952,4/22/2021,6/19/2021,10,null,631
757,44-0484037,1/3/2022,7/23/2022,6,null,35
758,65-0012616,6/24/2022,10/21/2023,9,null,656
759,64-5870284,12/30/2023,9/5/2021,2,null,269
760,05-3838282,8/20/2021,6/16/2022,7,null,570
761,87-0666823,7/20/2022,1/26/2020,4,null,864
762,00-8613326,4/12/2023,10/4/2020,2,null,116
763,95-5145723,9/8/2021,12/30/2021,4,138,419
764,90-8856954,8/31/2021,5/25/2022,1,null,2
765,65-9260481,6/17/2023,12/26/2022,1,null,724
766,50-2614181,6/24/2021,11/22/2020,7,77,139
767,02-1141461,4/6/2021,9/27/2020,4,null,912
768,13-1730490,7/20/2020,1/29/2020,10,null,486
769,67-9872252,8/1/2020,8/6/2023,5,null,612
770,40-4838278,3/27/2023,5/27/2020,4,null,267
771,52-8989187,2/25/2020,5/22/2023,7,null,579
772,63-5486988,5/7/2020,12/5/2021,6,null,35
773,63-0826983,2/2/2023,12/2/2022,3,null,833
774,69-3081767,3/18/2021,8/9/2023,9,null,462
775,61-8548351,12/4/2023,1/26/2020,4,null,207
776,80-1507740,1/27/2021,1/29/2023,2,null,376
777,27-7235206,1/17/2022,6/22/2021,8,null,712
778,52-7940337,8/27/2020,9/26/2023,8,null,130
779,59-7833266,5/7/2022,10/7/2021,10,null,459
780,91-6047259,9/19/2023,4/7/2021,1,null,703
781,00-1424132,8/16/2023,10/13/2023,5,null,672
782,32-7613857,2/18/2020,12/29/2023,6,null,497
783,64-0373250,3/13/2020,10/21/2020,7,null,409
784,57-6646476,10/30/2020,11/30/2021,5,null,846
785,24-7859539,12/15/2022,6/27/2023,5,null,472
786,93-9474753,5/12/2021,1/2/2023,4,null,259
787,00-9072629,1/27/2021,2/9/2020,2,null,130
788,44-3832201,10/6/2020,3/5/2021,10,null,918
789,82-9290550,9/15/2021,3/28/2021,1,null,84
790,18-7791382,7/15/2022,9/17/2020,2,null,519
791,14-3197446,10/18/2020,11/13/2020,7,null,225
792,44-5942692,9/4/2022,4/30/2022,4,null,638
793,94-6269409,12/5/2020,2/11/2022,5,null,785
794,03-5199262,8/20/2021,12/21/2021,8,null,836
795,31-2531428,2/4/2023,5/4/2023,2,null,908
796,11-5933372,7/2/2020,9/29/2020,10,null,310
797,78-2986613,2/5/2021,11/4/2021,10,null,824
798,10-8688505,4/16/2022,11/9/2022,4,null,620
799,19-3366880,6/10/2020,5/14/2021,3,null,911
800,14-4418135,6/19/2023,11/30/2021,3,null,559
801,72-9474197,4/6/2020,3/27/2022,4,null,75
802,51-7523064,2/2/2022,5/25/2020,9,null,527
803,54-3570782,6/20/2022,12/17/2020,7,null,693
804,69-0841585,3/23/2021,10/11/2023,9,null,101
805,65-2885930,5/30/2022,7/23/2022,4,null,104
806,31-7302365,8/8/2022,6/30/2022,3,null,605
807,94-5051992,11/12/2021,9/8/2021,5,null,976
808,29-7985643,10/20/2021,8/7/2020,1,null,40
809,77-3621147,10/16/2021,6/3/2023,10,null,928
810,34-0668441,10/16/2022,9/26/2020,4,null,657
811,64-1707090,11/6/2022,6/6/2020,4,null,308
812,17-3372865,1/26/2023,3/31/2023,7,null,15
813,05-4478804,5/11/2020,4/12/2020,6,null,246
814,93-0923216,9/8/2020,7/23/2021,3,null,959
815,37-7214963,12/17/2022,1/25/2023,1,null,983
816,25-9336246,12/6/2022,8/29/2021,1,null,921
817,19-3295909,3/16/2023,9/2/2022,7,null,609
818,24-9263300,12/4/2021,5/7/2023,5,null,127
819,73-2868767,12/22/2023,5/4/2023,9,null,721
820,25-2003345,4/27/2023,5/21/2021,10,null,918
821,20-0668616,11/21/2021,9/20/2020,8,null,483
822,25-4698336,4/27/2021,12/29/2023,2,null,598
823,98-3736853,5/22/2023,1/18/2023,3,null,683
824,40-6866092,10/2/2020,12/23/2021,8,null,836
825,00-6081070,10/7/2022,4/20/2021,8,null,159
826,91-6972544,9/8/2023,4/22/2020,5,null,542
827,13-4181693,10/21/2020,2/25/2022,8,null,567
828,27-5982006,7/11/2023,7/27/2021,7,null,185
829,31-5819381,11/26/2020,1/14/2022,6,null,77
830,66-6886428,11/28/2020,4/30/2020,10,null,55
831,38-0046690,4/20/2021,2/13/2022,6,null,422
832,96-6586341,4/24/2020,5/23/2023,7,null,907
833,31-0208498,7/25/2020,3/15/2023,1,null,332
834,77-5946614,12/29/2022,3/1/2023,10,null,957
835,33-1511605,10/6/2020,6/20/2022,7,null,38
836,47-3871618,6/20/2022,1/23/2022,5,null,58
837,76-3567907,1/16/2023,3/15/2021,8,null,807
838,58-3432066,10/20/2023,2/24/2021,4,null,573
839,23-9245537,1/29/2020,6/20/2022,5,null,254
840,78-9361558,8/3/2023,4/2/2021,9,null,544
841,59-0577409,5/7/2021,3/5/2020,1,null,132
842,98-9396214,8/5/2020,6/28/2022,1,null,859
843,06-5820674,1/10/2021,6/20/2020,7,162,915
844,58-4933870,10/29/2022,6/22/2020,1,null,187
845,15-3054974,12/24/2021,9/17/2021,6,null,509
846,20-8457486,8/30/2023,8/12/2022,3,null,154
847,14-8215187,8/19/2023,9/28/2020,1,null,7
848,65-0798369,4/8/2020,8/29/2020,4,null,123
849,47-4711200,10/11/2022,8/20/2020,10,null,867
850,27-1380694,6/7/2020,2/21/2020,5,null,161
851,82-4362512,6/19/2022,2/26/2020,2,null,113
852,42-6461809,8/2/2020,1/5/2020,5,null,594
853,49-5106233,7/7/2020,10/17/2020,2,null,665
854,24-5449475,7/29/2020,6/12/2022,2,null,784
855,22-0362815,7/8/2022,10/23/2022,8,null,504
856,27-4162557,4/27/2023,12/8/2020,9,null,946
857,54-6882111,12/14/2021,7/7/2022,1,null,529
858,93-4038495,7/26/2020,8/29/2023,3,null,942
859,74-3367426,8/5/2023,7/5/2020,10,456,963
860,37-2877243,6/30/2022,2/11/2020,1,null,748
861,42-6404255,8/13/2023,4/26/2022,9,null,520
862,86-6961601,1/26/2020,1/4/2020,10,null,88
863,35-8611467,1/7/2022,8/29/2023,4,null,903
864,07-8629151,7/15/2023,11/21/2023,8,null,444
865,56-8561321,6/25/2022,2/16/2021,5,null,665
866,39-6978262,3/30/2020,6/7/2020,8,null,78
867,92-6483056,2/28/2023,1/17/2020,8,null,148
868,81-2066921,4/17/2020,10/31/2022,1,null,697
869,10-7856945,8/18/2023,11/8/2023,5,540,758
870,25-0701472,5/16/2023,10/31/2022,8,null,236
871,06-2080640,3/8/2021,8/12/2020,7,null,591
872,51-0662363,4/11/2020,6/27/2022,1,null,719
873,11-4673655,11/12/2020,5/4/2020,4,null,179
874,23-8020373,8/27/2020,9/24/2023,10,null,542
875,93-0848337,8/15/2022,12/22/2022,3,null,257
876,12-2295102,7/3/2023,5/9/2022,10,null,785
877,35-2326587,1/20/2023,10/21/2022,7,null,752
878,08-4369829,12/19/2021,10/14/2022,7,null,123
879,89-3790161,7/15/2021,1/12/2020,2,null,376
880,99-2918523,4/11/2022,6/27/2023,9,null,188
881,90-2964720,3/24/2021,11/30/2023,7,797,926
882,84-7307442,6/26/2020,2/14/2023,9,null,402
883,41-5932392,6/16/2020,8/27/2022,4,965,959
884,89-4875338,11/22/2023,12/2/2023,5,null,756
885,43-7514537,1/26/2020,5/9/2023,7,null,810
886,52-1977543,4/5/2023,6/12/2021,6,null,239
887,20-4549845,11/15/2021,5/13/2020,3,null,370
888,15-7542548,2/9/2020,11/24/2023,7,null,137
889,63-1674594,6/30/2023,8/21/2022,10,null,379
890,67-4302344,10/29/2023,4/5/2021,3,null,861
891,16-6887453,3/1/2022,7/25/2021,3,null,176
892,96-3370400,3/11/2023,11/24/2021,4,null,154
893,09-8594859,2/12/2023,8/5/2020,2,null,663
894,07-2196482,3/13/2023,5/6/2023,6,null,59
895,03-1481066,12/17/2023,2/20/2023,6,null,553
896,66-0294738,11/23/2020,3/15/2021,7,null,897
897,42-3874421,7/7/2023,6/30/2022,7,null,174
898,99-4270874,8/12/2022,11/28/2020,9,null,737
899,44-3297401,2/26/2022,4/27/2022,4,null,858
900,36-9508815,1/17/2020,1/18/2022,1,null,434
901,97-9948646,11/25/2023,3/23/2023,10,null,36
902,59-4485630,1/26/2021,7/6/2020,3,null,674
903,48-6303306,3/20/2021,4/12/2023,10,null,719
904,00-9118977,10/7/2020,11/30/2022,10,null,912
905,59-3048113,8/8/2020,7/14/2021,6,null,57
906,48-9395353,12/5/2022,5/20/2022,1,null,83
907,21-3975235,3/24/2022,2/12/2021,3,null,898
908,38-0768157,1/13/2021,6/8/2022,5,null,300
909,47-0577565,1/23/2021,7/10/2020,1,null,784
910,85-2855819,2/5/2020,5/11/2021,8,null,372
911,43-2185500,10/20/2020,9/13/2022,5,857,332
912,27-6350910,8/27/2022,1/17/2021,3,762,671
913,51-6481435,7/21/2021,10/2/2020,2,null,32
914,96-5839441,4/17/2022,2/4/2023,7,null,199
915,51-6724019,8/4/2021,1/22/2022,2,null,865
916,11-5151244,6/11/2020,1/10/2021,4,null,777
917,12-3123001,12/12/2021,10/17/2023,6,null,75
918,07-5318877,5/17/2021,9/4/2022,3,null,440
919,65-9534641,3/8/2021,11/29/2020,2,null,490
920,38-8780818,4/19/2022,7/19/2022,2,null,844
921,40-8979972,6/10/2020,11/4/2023,6,null,705
922,66-3984509,12/12/2023,7/6/2023,9,null,928
923,87-5769187,7/7/2020,1/6/2022,10,null,486
924,43-9400978,5/18/2021,8/4/2023,7,null,926
925,02-6274945,7/10/2022,9/19/2020,9,null,73
926,95-5612589,1/4/2022,2/12/2023,7,null,222
927,56-8891481,6/18/2023,9/24/2021,2,null,754
928,51-4351188,12/8/2022,11/11/2020,10,null,975
929,13-7458281,3/28/2022,3/14/2023,3,null,102
930,85-3324069,5/24/2022,3/25/2020,5,null,642
931,80-3572187,2/19/2020,3/25/2022,10,null,255
932,69-4280545,11/27/2020,4/4/2023,3,null,873
933,63-3226254,1/10/2020,7/30/2023,10,null,655
934,29-1462339,3/4/2021,11/27/2022,9,null,476
935,49-7570898,12/23/2021,2/20/2022,8,null,734
936,60-9297005,7/7/2021,9/13/2023,4,null,912
937,86-3292859,7/25/2022,8/10/2022,6,null,997
938,19-8178465,1/28/2023,2/6/2020,2,null,672
939,95-4037120,10/24/2021,7/22/2021,9,null,867
940,31-2976563,3/31/2021,5/2/2022,9,null,215
941,86-6692674,8/30/2020,1/28/2021,3,null,517
942,38-1831134,6/1/2022,11/7/2023,9,null,465
943,60-6551088,10/28/2021,6/10/2023,10,null,229
944,13-2818950,3/23/2021,4/18/2023,5,null,333
945,10-1131194,9/23/2023,6/26/2021,2,null,159
946,27-7599409,11/24/2021,6/17/2020,10,null,779
947,68-6869573,8/31/2021,2/17/2023,4,null,263
948,88-6640874,4/2/2022,9/5/2022,5,null,116
949,86-5813445,10/27/2021,10/3/2023,6,null,469
950,78-1778658,11/14/2023,10/3/2021,10,null,980
951,74-6291466,10/20/2020,4/29/2021,3,null,912
952,72-2621779,8/21/2021,8/8/2021,3,null,633
953,90-6995037,2/20/2022,2/10/2020,10,null,183
954,58-2792610,5/2/2021,6/7/2023,7,null,559
955,35-4878249,6/10/2021,12/14/2023,2,null,931
956,28-3339670,3/23/2022,7/7/2023,1,null,213
957,49-6678512,12/21/2023,10/18/2020,7,null,704
958,76-2659552,4/19/2021,5/28/2021,4,null,188
959,58-1145461,2/2/2021,2/21/2021,5,null,780
960,93-7648327,1/11/2023,6/16/2022,6,218,137
961,70-2872551,9/22/2022,1/22/2023,9,null,245
962,37-2118766,12/17/2020,1/10/2023,3,null,922
963,13-1317773,9/8/2021,2/1/2021,7,null,688
964,82-0306378,3/6/2022,12/13/2022,3,null,42
965,13-6286962,2/16/2023,2/12/2022,1,null,276
966,04-7553789,9/15/2022,6/25/2022,4,null,166
967,18-5168867,2/16/2020,6/16/2023,9,null,129
968,19-4578289,11/28/2020,1/29/2023,2,null,387
969,75-3102045,10/28/2020,10/31/2023,10,null,597
970,22-0371509,8/15/2023,7/8/2022,8,null,978
971,56-5274068,6/11/2022,11/15/2023,4,null,173
972,47-3374081,6/7/2022,2/19/2020,6,null,639
973,44-3875348,9/20/2022,6/3/2022,6,null,736
974,13-4234263,3/8/2021,4/1/2020,10,null,421
975,00-5875049,7/5/2022,6/30/2023,5,null,423
976,15-3743920,3/2/2021,8/10/2022,9,null,847
977,43-4932261,6/3/2020,6/11/2023,10,null,777
978,73-3762972,7/3/2021,3/17/2022,10,null,391
979,47-6648458,6/12/2023,3/29/2021,8,null,907
980,24-1845029,12/1/2022,3/13/2022,10,null,503
981,63-3506916,10/11/2022,2/15/2021,9,null,214
982,51-8217194,7/13/2022,3/24/2023,5,null,827
983,00-9930584,5/18/2022,1/9/2023,1,null,129
984,59-5087795,8/18/2023,8/26/2021,8,null,847
985,17-9923006,10/31/2020,2/12/2021,10,null,945
986,60-5721277,12/7/2022,1/12/2023,3,null,699
987,96-3689706,9/1/2023,9/11/2022,4,null,40
988,13-9444383,3/30/2022,10/26/2022,9,null,238
989,78-8732261,7/7/2021,3/24/2021,1,null,220
990,45-0230992,8/23/2023,12/29/2020,6,null,639
991,88-3964430,5/21/2021,4/23/2023,10,null,551
992,32-1857204,12/8/2020,7/25/2020,8,null,777
993,08-2977013,4/7/2023,8/16/2020,1,null,916
994,76-1776602,9/19/2023,5/6/2020,10,null,925
