SensorID,Date,Longitude,Lattitude,Altitude
240,2/13/2023,-56.0166377,-27.097026,223.2
401,9/6/2022,115.3459831,-8.4164207,20.8
362,3/8/2021,100.5633655,13.8198099,162.4
969,11/28/2021,117.7841666,27.8608333,99.4
181,9/18/2020,116.619923,26.048803,16.6
74,7/13/2020,138.7970925,37.7378509,0.6
898,1/23/2023,21.4322091,44.0970463,100.2
392,9/24/2022,112.7011258,-8.1924285,223.6
859,10/2/2021,83.6056675,55.3040194,235.5
311,10/1/2021,129.3113596,35.5383773,59.1
452,9/17/2020,-8.9903196,38.7099688,19.9
8,10/5/2020,-8.4627451,54.25645,115.8
799,7/5/2021,-73.54213,-14.19396,233.4
5,8/28/2022,4.3399875,51.9998397,112.0
713,9/17/2021,29.2092738,49.1040007,213.4
737,12/28/2023,121.050452,14.7299584,156.2
100,10/7/2023,34.915084,44.829819,136.1
850,11/23/2023,91.5523435,27.3325014,16.1
537,3/19/2020,24.4054988,53.2833165,177.9
675,2/5/2020,130.785523,33.3457623,16.7
184,4/22/2021,33.9366442,47.1634031,24.7
362,2/1/2022,85.9406745,26.7271466,12.1
561,5/13/2020,-77.0136483,38.8920292,64.6
518,1/17/2023,51.3968437,25.4695749,35.9
793,1/6/2023,1.4096535,18.4520713,162.8
300,3/21/2023,-77.404109,6.223561,178.8
570,10/17/2023,111.4067217,-6.8217678,98.2
235,7/13/2021,121.8306397,-8.759734,200.9
216,8/18/2023,62.8101616,61.2067486,29.0
149,1/22/2020,122.9287931,-8.188844,8.6
358,7/25/2022,13.2348803,55.4024162,149.2
401,2/23/2021,118.8310811,24.9848125,172.7
570,7/6/2021,11.9388513,57.6893251,105.1
893,4/20/2023,83.142888,49.4753404,115.6
344,2/4/2021,112.673499,-8.403309,38.7
920,3/9/2022,98.43503,25.387227,171.8
634,11/7/2020,121.3666687,12.7166672,168.8
679,2/8/2020,35.2382519,51.807911,27.2
993,9/11/2021,37.902732,56.178249,99.5
185,10/11/2020,-9.3300248,38.7063132,192.4
860,12/12/2022,111.7018452,-8.2702492,60.4
510,8/26/2020,116.328689,39.7898,215.6
969,9/22/2023,-8.2869478,39.2122525,193.6
367,1/24/2020,43.27806,-11.82167,40.2
288,7/28/2023,120.548897,-10.22485,135.0
55,8/6/2022,120.7622529,14.8700544,86.0
993,5/2/2020,111.6180705,21.744605,215.3
780,2/18/2020,-75.2809001,2.9344837,43.3
558,10/20/2023,103.498609,34.675197,32.1
18,11/13/2022,110.1584347,-7.3064311,59.2
818,10/21/2020,31.1824925,-26.400429,5.5
837,2/6/2023,108.2881709,-7.5957387,56.6
559,7/28/2022,121.4748751,31.2348663,85.5
107,11/5/2020,4.8265786,46.2993504,85.1
419,5/6/2023,106.3287199,22.8533627,39.5
295,2/12/2021,36.6157524,54.2107161,93.7
942,9/14/2022,106.0463837,-6.669221,0.1
289,6/25/2022,-70.6351119,-33.5329865,200.9
904,9/1/2021,102.9435536,-1.5200027,100.6
901,9/12/2020,98.8942082,3.5005598,61.4
270,10/17/2022,126.065213,9.939624,207.3
730,8/4/2020,119.420836,29.980362,164.2
37,12/13/2023,34.152126,53.6182497,43.3
712,6/29/2021,62.5910092,54.3191956,40.5
770,11/2/2022,-76.5697075,39.2957066,77.1
945,2/16/2023,35.28152,32.00018,34.6
482,5/22/2021,112.6972845,-7.4632593,54.4
677,6/24/2022,20.2078344,45.2303117,56.1
480,1/24/2022,116.1713917,-8.4114856,186.5
859,5/16/2023,5.3698187,43.4931556,23.9
649,5/29/2022,131.4937793,32.0550488,234.4
893,5/17/2021,-78.720695,-6.4301048,55.1
779,12/22/2021,108.7897976,-7.6487545,98.4
214,2/10/2022,-65.2844271,-24.1955744,55.8
617,9/23/2020,38.4271461,9.7986027,199.3
4,7/18/2020,121.261886,28.650072,100.8
538,1/27/2022,39.2331589,55.6967262,54.8
217,9/10/2022,42.031986,47.537724,1.4
477,6/25/2023,7.1492431,43.6777677,2.0
564,7/10/2022,-16.8621088,32.6455862,108.2
49,11/9/2021,7.4171811,43.7359241,60.3
610,11/11/2022,45.5357156,43.1298714,50.4
727,2/4/2021,10.4024274,63.4400274,212.9
47,2/11/2022,-46.8446611,-23.372338,105.4
15,2/11/2021,117.134151,40.284979,192.2
160,4/15/2020,138.1070786,37.1143427,187.8
535,7/22/2020,-1.3699309,48.690168,96.9
893,5/27/2022,31.1578769,30.5651672,196.4
902,10/18/2022,117.167563,32.478018,119.1
762,12/10/2022,60.8841983,29.451926,224.8
264,3/20/2022,-16.6409198,13.2747943,158.0
153,10/29/2022,44.40047,-12.1695811,144.8
665,9/22/2023,25.5897031,-24.7711226,210.2
184,7/20/2021,107.014924,31.800198,228.6
775,10/26/2021,-8.3119724,41.632769,41.4
424,4/29/2023,-79.2420766,-6.9592677,233.9
626,8/24/2020,128.6320086,-3.5508343,7.1
422,9/7/2023,-74.755272,10.74044,62.4
707,1/27/2020,124.5716112,8.2545666,118.1
286,10/6/2023,-0.3889622,39.5013158,211.0
477,11/23/2022,32.7160121,26.155061,247.6
173,5/18/2022,-106.76792,52.33339,166.9
32,11/5/2020,-91.7270911,14.5975238,18.4
242,6/10/2020,6.1781675,49.5872019,217.2
885,5/29/2020,6.9103455,6.0105192,10.4
430,1/30/2023,-79.5198696,8.9823792,219.4
41,7/24/2020,113.7216313,-8.0038635,1.8
310,10/16/2021,-121.49,38.58,233.7
794,8/5/2022,0.1924459,47.9956173,194.4
391,2/11/2020,-95.9964783,36.1592882,123.6
517,11/21/2021,124.80222,8.77528,91.9
857,2/4/2020,19.46436,50.614436,63.8
264,6/13/2020,20.8195292,32.4982249,160.0
579,10/18/2023,124.5736702,8.5213374,118.7
56,5/1/2021,121.0190818,14.5697429,180.3
461,8/11/2020,15.0399999,59.228056,96.8
283,7/31/2020,-83.7053072,9.3756584,2.0
731,10/24/2022,-73.3384471,9.5608923,109.1
655,11/19/2022,111.6556388,-7.5450262,239.2
2,11/24/2021,106.912251,29.4315861,151.0
236,11/19/2022,48.18278,15.59861,112.9
178,7/7/2020,21.9202642,37.0038961,114.7
884,8/3/2023,10.4562219,59.3120256,117.6
631,11/9/2021,108.2288552,-7.3497666,54.3
860,6/19/2023,34.2747004,-0.0998238,215.7
943,8/13/2023,-9.1143068,39.353118,54.9
598,5/19/2020,-6.8672668,41.0463282,142.6
521,2/17/2022,119.320063,31.784791,11.0
750,7/23/2020,18.5510673,50.6906104,86.4
436,4/18/2022,-1.6226538,14.1005099,211.5
380,2/16/2020,117.194396,28.701403,174.1
482,3/13/2021,39.0988859,52.1957118,167.8
637,1/15/2023,1.206057,47.6632745,14.0
832,5/20/2021,-3.7371617,40.3111887,210.2
232,7/20/2021,36.0621579,32.7324624,157.8
300,11/9/2020,-9.342559,39.3221782,13.9
688,11/1/2023,106.8430596,-6.1856385,247.0
667,10/23/2023,100.721884,22.62097,195.4
352,11/12/2022,-73.3436918,45.5257774,178.3
364,8/9/2020,126.562274,43.821601,192.5
672,9/3/2021,115.7101789,-2.2527615,12.9
675,8/9/2022,112.141238,27.432184,120.0
639,1/24/2020,122.6968025,11.1673823,218.5
338,6/3/2021,-76.5257007,-12.8010669,88.9
895,8/22/2021,-0.4198187,45.5733817,223.1
321,12/20/2023,118.341965,25.555534,39.0
231,7/25/2021,101.7178316,3.1523104,222.9
397,9/2/2020,115.239098,-2.416604,77.9
838,5/13/2023,18.3229434,59.4953899,56.2
446,11/12/2021,-172.5165543,-8.5335451,43.4
473,4/18/2022,113.081508,22.579117,149.4
836,5/1/2021,-51.1110523,-20.6436652,248.0
548,12/30/2023,-16.978243,32.6717749,117.2
321,3/20/2020,124.0005,10.425,0.5
755,7/24/2022,122.8333359,10.5333328,52.1
487,2/21/2020,112.132488,34.728584,197.5
470,10/9/2022,-50.4178973,-26.9655922,32.3
591,1/5/2021,0.1639479,49.476996,63.6
83,8/25/2021,113.7136,-7.0609,225.0
370,8/3/2023,-58.7992473,-34.4489078,222.5
64,11/1/2020,-75.635595,4.616094,124.5
302,7/24/2021,-47.3139886,-22.9524249,81.3
360,7/17/2020,24.2784263,48.4703688,57.8
64,4/3/2022,112.896606,23.156045,122.7
947,4/27/2022,22.8528812,51.4938767,221.7
13,4/4/2020,40.6845699,58.3605655,113.1
671,3/22/2020,9.8236533,10.3009641,166.0
531,2/1/2020,108.6747,-7.5208,54.6
507,10/20/2020,117.229368,32.840217,29.6
515,12/24/2021,-97.3317391,37.8010824,139.5
8,7/7/2021,122.8333,-8.0989,55.2
122,9/21/2021,2.511999,43.7441795,20.6
583,7/29/2023,93.850039,29.795049,193.1
709,7/6/2020,26.0472266,62.6571846,220.9
671,3/18/2023,18.7471205,54.0083923,234.6
849,1/10/2021,127.2796786,37.0079695,81.6
933,5/6/2021,119.5606,-9.4033,117.9
728,1/15/2023,-65.180261,-31.946337,242.3
612,10/13/2021,120.3391924,16.6921704,170.7
179,5/28/2023,17.4368205,62.5262505,156.6
769,9/16/2022,128.0660957,42.0107787,26.1
850,8/19/2020,135.7023712,34.9565646,39.1
765,11/28/2021,114.2212174,4.5831986,168.6
490,4/19/2022,23.2960171,-16.1178235,128.7
94,1/9/2021,-71.7637309,8.0155697,169.6
384,10/22/2021,-89.6551671,39.7975767,229.1
935,1/16/2023,20.9183286,51.7565958,181.2
974,7/19/2022,122.8946032,7.3275252,236.9
556,3/27/2023,-74.5023819,20.3474809,22.2
952,10/30/2023,120.94861,6.00528,229.1
807,3/14/2022,103.604946,16.1393157,155.3
28,8/25/2023,-114.3954066,54.1187723,15.6
888,7/16/2021,-172.17768,-13.67147,70.8
209,3/14/2023,-9.1809626,39.0369331,95.5
335,9/14/2023,-0.0829051,51.5116933,48.5
393,9/28/2021,68.0179319,28.1732341,62.1
216,1/23/2023,130.4019412,31.6374692,110.7
647,1/9/2023,120.466907,17.7524749,29.7
910,10/22/2023,15.5029738,58.4922889,139.1
685,7/27/2021,120.965215,30.126539,161.8
645,11/3/2021,12.933356,57.7197857,43.4
520,7/30/2023,-70.2359058,1.256633,84.9
15,8/28/2021,26.4275001,52.7634482,36.0
916,9/21/2020,25.4597761,57.8852519,202.4
966,12/17/2022,20.9739484,52.423387,58.1
686,11/22/2021,60.7235532,59.8452242,28.9
413,1/23/2023,-86.8094808,33.489895,98.7
129,4/7/2021,123.1548332,-8.2837661,186.8
486,4/18/2021,71.09863,34.91914,169.9
336,12/20/2020,-97.5734783,35.4213103,191.8
820,6/16/2023,114.118103,-8.401854,132.8
721,6/30/2021,114.003577,22.915288,199.8
908,8/23/2022,113.525165,22.801624,118.5
633,5/16/2020,130.4001656,32.2084468,114.5
519,8/7/2021,105.4645408,11.9924294,71.5
812,8/9/2022,-100.0497004,51.1500374,89.9
25,11/23/2023,107.3922752,-6.989299,24.6
124,6/9/2022,-86.2907568,12.5258542,209.6
43,7/25/2021,120.878102,14.1507357,133.6
259,4/10/2020,66.4121857,51.9534228,103.8
353,9/13/2021,18.236243,59.1743158,46.3
952,5/4/2023,34.801898,30.610203,131.8
115,12/17/2021,111.7047656,41.5220136,15.6
3,11/29/2021,95.8353837,5.3453369,193.6
60,3/29/2021,-62.4792921,-10.4322235,13.6
949,12/1/2023,112.602848,30.445452,150.3
150,2/1/2022,111.2293563,-6.7455152,109.0
791,10/6/2021,110.4381254,-7.0051453,132.6
525,6/29/2023,114.057865,22.543096,82.7
381,12/2/2021,52.0645473,27.8370437,141.2
221,11/14/2023,110.346166,29.893672,15.7
834,6/29/2020,121.3128539,31.021461,186.2
459,1/19/2022,-56.6135167,-25.8511498,240.3
232,1/5/2020,119.4011078,10.9005556,164.4
867,3/29/2022,113.874335,23.105394,31.9
740,1/25/2021,1.7205437,43.4750998,57.0
29,1/14/2021,1.6736397,6.9421349,99.5
108,3/15/2020,139.129172,35.1550554,187.8
905,3/30/2020,117.3616476,39.3433574,125.5
575,11/3/2023,106.7714,-6.956164,192.6
238,8/12/2020,127.9201621,37.3422186,85.8
923,6/20/2022,-46.5423239,-22.9531705,7.8
129,9/29/2023,112.896606,23.156045,62.4
800,10/28/2020,121.0133007,14.5346437,90.6
365,11/6/2023,-97.3317391,37.8010824,168.2
166,6/29/2021,7.5599321,11.379367,64.5
596,12/31/2022,112.0192359,-7.8305129,39.7
509,6/14/2023,-49.1743626,-26.7376205,206.9
348,4/23/2022,114.304486,29.961817,60.9
330,7/30/2022,69.716667,34.883333,33.7
63,1/11/2020,-8.5820391,41.3015266,21.9
742,5/20/2021,121.0406718,14.5144041,16.7
421,2/5/2020,-3.7371617,40.3111887,65.0
251,7/15/2021,116.5079754,39.800607,106.4
289,6/11/2021,108.8076195,23.7247599,49.0
774,5/31/2020,16.3578112,58.5493379,167.4
670,8/12/2020,-44.9693894,-22.573256,204.8
812,9/11/2023,6.0767949,49.7881321,95.1
647,8/30/2023,109.5068254,-7.6044869,179.3
857,9/28/2023,123.449714,41.714914,65.7
298,1/4/2020,16.1286901,-22.3531369,60.5
666,7/4/2022,-76.7193829,-9.27793,11.3
179,10/17/2022,14.8755999,52.4530993,195.2
427,9/21/2020,-1.0793373,49.0993758,185.4
346,8/18/2020,17.7311963,48.9776522,201.6
576,10/24/2020,44.9672863,42.1119268,196.8
826,3/12/2020,114.6843819,38.0324108,71.3
130,8/16/2021,124.3882585,9.8827617,136.1
208,8/15/2020,124.17754,47.008673,1.7
470,7/2/2022,136.8367649,35.3209172,73.5
463,3/2/2020,-87.9653335,15.2307976,160.7
725,5/22/2022,99.9688636,15.2081378,151.3
159,8/1/2021,33.919245,35.1149116,226.4
577,12/7/2020,16.1084808,48.7974858,233.7
542,11/20/2022,100.3722477,16.2093368,177.8
805,12/27/2020,20.0613438,39.9061718,247.5
760,4/10/2020,13.6889288,49.0648694,90.4
752,12/15/2023,-8.7050402,40.3984011,28.0
630,2/11/2020,-73.053998,6.991539,236.1
739,8/21/2023,14.9863398,50.1359658,237.8
898,2/28/2023,113.2539198,23.175746,76.2
244,4/28/2021,110.319788,19.727097,93.7
625,6/3/2023,116.293727,39.974179,43.1
135,4/24/2023,-45.0933497,-21.0794915,116.8
212,6/26/2022,-47.8448116,-24.5002295,207.1
455,7/21/2021,111.9000827,-8.0397618,179.3
328,12/2/2020,16.7904143,60.2527141,14.7
663,6/11/2021,123.769368,46.987383,187.1
619,8/14/2023,-9.2845804,38.728816,100.1
385,3/15/2021,-70.405585,18.9351075,18.5
386,11/16/2023,111.9224398,-8.0474747,8.7
991,12/16/2022,21.5149892,50.8900563,9.6
7,8/12/2021,103.5218199,48.8231572,241.1
54,3/22/2020,10.0664589,59.0295207,189.4
840,9/10/2022,111.913497,-8.0095874,4.1
325,9/3/2020,126.4371385,43.1520105,46.0
445,7/17/2021,-88.0534236,15.3954121,22.1
478,11/30/2020,-91.1968495,14.6707644,136.5
268,9/29/2021,-73.868176,8.27533,162.6
875,1/12/2022,12.0098218,57.6735995,152.3
242,10/17/2023,126.4497814,7.0389957,186.5
975,6/6/2021,125.62583,7.29417,7.0
352,9/11/2020,120.618585,30.67705,65.1
500,7/29/2022,56.3432629,25.3365669,239.5
272,5/22/2021,25.5831031,60.6458731,129.8
187,11/27/2020,106.137293,34.749864,23.2
1000,5/17/2021,-57.8516627,-51.6977129,38.1
481,1/21/2023,-122.4773432,47.2457073,42.1
169,4/22/2021,123.2468727,9.364014,66.0
590,10/31/2020,16.1916703,58.584874,223.5
138,3/7/2021,125.374217,43.865595,76.7
307,4/24/2022,103.9056032,16.1131855,223.2
99,8/1/2022,-75.2966019,6.979498,29.8
920,1/17/2022,44.3827547,-23.7219872,236.9
899,8/12/2023,-89.3904407,14.8215286,110.0
772,6/21/2023,121.0210496,14.5679735,65.5
148,5/31/2022,17.486283,54.4823669,225.9
556,11/3/2023,118.0429566,8.9698573,64.7
204,10/22/2023,111.8568586,37.2425649,241.2
579,11/21/2021,-40.7092475,-4.3220187,115.5
685,3/8/2020,-4.2230836,5.9354963,104.9
406,11/5/2021,34.2747004,-0.0998238,231.5
224,8/24/2023,26.045885,40.8806112,21.7
400,4/19/2023,119.141473,28.074649,172.7
80,8/20/2022,92.060395,30.434801,228.6
793,7/3/2020,121.0204582,14.5699334,163.4
107,8/1/2021,111.380014,29.584292,113.9
344,2/12/2023,110.6422198,-7.355927,121.8
402,3/23/2022,10.2319757,36.7435003,104.3
384,10/9/2021,103.4295033,0.995919,192.4
650,10/3/2023,-96.84046,32.9985237,163.1
118,8/30/2023,-99.1303962,19.4468231,16.2
917,10/22/2023,28.2416397,57.8282585,110.3
755,1/4/2023,16.2061552,51.9075123,175.9
393,6/26/2023,17.09514,61.2698079,49.7
579,7/29/2020,113.8882172,-7.7013097,122.0
352,9/13/2023,-70.9853968,-33.6815281,67.2
491,8/8/2021,35.6160558,30.8337059,120.9
39,1/4/2023,108.643901,28.397356,198.3
639,10/4/2021,-48.7218983,-23.3866812,247.4
240,8/18/2023,174.9497836,-37.1954967,193.2
351,2/1/2022,114.305539,30.592849,20.6
531,4/7/2021,109.9526633,-7.6695988,212.9
341,5/10/2023,-71.66577,45.48338,143.5
978,8/4/2020,110.138102,29.181201,115.7
738,11/10/2021,113.5103504,-8.2373951,56.4
308,12/1/2023,121.300071,30.741203,60.1
793,4/3/2020,57.787098,58.85886,49.7
741,5/29/2022,-78.5376906,-1.3247967,41.2
355,10/10/2023,22.0444933,37.1560675,32.6
217,8/30/2022,37.1584572,56.4342328,92.8
162,3/23/2020,125.0167866,1.3887283,1.6
953,6/19/2021,-49.8004866,-16.0222492,59.1
34,1/4/2020,120.3596969,15.9188491,85.8
709,6/25/2022,9.7734455,0.3740355,198.1
72,9/9/2023,111.1280093,-6.7047548,216.5
272,6/20/2022,-51.08671,-29.362503,134.5
416,8/30/2021,33.6817424,50.1837815,37.9
515,2/20/2020,13.1702373,58.5023638,181.8
380,11/4/2022,95.9706,5.31494,176.5
682,3/8/2023,19.9165644,41.3934697,181.8
958,2/23/2023,174.0768108,-39.0593613,34.9
83,8/28/2022,126.668787,45.75997,137.6
445,2/17/2020,2.6362975,39.609109,213.9
259,2/24/2022,20.974874,41.833253,84.9
344,9/13/2021,112.1787896,-2.5082067,142.9
233,6/3/2023,35.3145782,49.8408677,40.6
382,2/8/2022,-45.9991326,-2.0133843,27.0
618,6/17/2023,14.23583,36.07222,24.0
905,3/28/2021,37.3439888,55.6830117,85.2
478,1/18/2022,120.758543,30.753924,162.3
447,9/5/2022,19.6847625,41.0004802,79.4
733,10/29/2021,-118.12,34.17,212.3
988,8/21/2022,49.5993167,31.2777088,176.0
296,9/27/2020,-46.5728156,-22.0699763,198.4
418,7/26/2022,7.2733783,6.2536784,16.2
738,3/5/2021,120.558606,31.859653,236.4
140,7/7/2023,-8.5541453,41.3270528,59.8
357,5/27/2022,-58.7005845,-34.6091049,16.7
789,11/14/2023,112.0744643,-8.2412718,115.2
881,6/5/2020,25.431687,48.8109783,40.2
346,5/22/2021,14.7217993,51.9784524,203.1
605,11/4/2020,113.384129,22.937244,239.6
387,7/4/2022,-75.3149796,-11.9187621,199.9
559,11/26/2022,110.5806783,-6.9774659,111.5
641,2/21/2021,5.2933198,51.6861013,20.1
469,10/7/2023,124.7452068,10.9120328,77.1
635,1/19/2022,5.970378,47.304702,19.5
805,1/16/2020,18.0313123,50.893024,24.4
455,7/19/2021,-10.8479688,7.9877141,114.1
231,8/4/2021,-55.04816,49.24993,206.9
802,12/12/2022,14.439284,35.878762,94.0
701,12/13/2020,-8.0122102,40.2221306,139.8
466,3/4/2021,20.2757746,51.3798501,18.5
647,8/27/2023,69.1543939,34.8438311,124.0
758,3/27/2023,124.6769673,6.6875376,226.6
641,1/22/2021,121.507191,29.756501,91.6
559,9/18/2020,18.5268253,-33.5938745,180.4
999,5/14/2023,112.1012912,-8.2012757,101.0
210,8/30/2023,17.191,44.7721811,187.8
33,8/4/2020,-65.426487,-24.8009137,222.9
265,7/5/2020,110.8880753,-7.0987285,48.2
704,8/1/2021,108.5456244,34.0380929,117.6
640,12/6/2022,-60.6298078,-32.9979844,75.1
137,2/4/2020,35.074453,32.353463,37.2
208,2/14/2023,120.997522,14.5473421,107.8
405,10/13/2022,116.816909,26.177796,243.6
425,6/20/2020,119.5606,-9.4033,34.4
722,5/26/2020,33.3149413,35.3237104,197.3
567,11/13/2022,20.1893997,42.1636682,122.3
782,5/25/2023,-96.722641,43.521619,236.0
436,4/21/2023,39.8634775,49.7001031,147.5
417,9/30/2020,112.040028,39.732646,214.1
918,1/19/2023,-80.8328724,35.2219554,76.8
737,9/9/2021,11.9694396,57.7806567,38.1
105,7/15/2022,-73.6300729,3.3393833,142.9
406,2/7/2020,47.851999,46.204501,72.2
665,3/21/2022,-83.7066289,22.6188131,84.3
971,1/29/2023,73.3082308,2.5045603,101.8
802,5/5/2021,15.0091903,58.5563017,43.2
414,3/1/2021,112.892578,22.900182,107.8
999,9/2/2022,2.190167,48.695223,124.5
78,12/26/2020,113.645873,33.631238,211.0
531,2/11/2021,-149.41667,-17.76667,128.1
658,5/20/2023,-8.598522,41.1846313,89.1
381,6/20/2023,106.2248,-6.598,122.9
771,7/4/2023,68.5775,43.52639,201.7
758,10/19/2023,120.489051,28.34343,59.2
573,7/31/2020,7.1090932,51.561779,238.4
223,9/26/2022,107.6185727,-6.6889038,120.1
745,8/10/2020,108.408661,30.807667,210.9
303,11/8/2022,2.1476836,48.8805451,77.0
361,4/13/2023,115.2298,-8.5067,31.5
192,5/18/2023,43.5525727,42.0264858,198.4
245,4/7/2021,-79.66033,-0.35294,95.8
632,5/24/2022,102.650211,24.908293,22.4
702,12/29/2021,-64.4895079,-31.0783056,24.7
482,3/3/2020,120.9644288,14.7572292,223.7
